GEO_ID,STATENAME,DISTRICT,NAME,P001001,P001001ERR,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001011,P001012,P001013,P001014,P001015,P001016,P001017,P001018,P001019,P001020,P001021,P001022,P001023,P001024,P001025,P001026,P001027,P001028,P001029,P001030,P001031,P001032,P001033,P001034,P001035,P001036,P001037,P001038,P001039,P001040,P001041,P001042,P001043,P001044,P001045,P001046,P001047,P001048,P001049,P001050,P001051,P001052,P001053,P001054,P001055,P001056,P001057,P001058,P001059,P001060,P001061,P001062,P001063,P001064,P001065,P001066,P001067,P001068,P001069,P001070,P001071
5001100US4101,Oregon,1,"Congressional District 1 (111th Congress), Oregon",802570,null,770583,644727,13071,7132,52873,2991,49789,31987,29174,4024,6726,10096,1096,4283,306,266,64,259,161,55,286,825,591,136,2573,672,201,35,89,326,53,109,828,130,25,19,6,7,15,11,3,15,10,3,16,213,61,22,20,22,6,2,58,2,1,12,5,0,1,0,1,20,19,1,0,0,0,0,7,7
5001100US4102,Oregon,2,"Congressional District 2 (111th Congress), Oregon",769987,null,746263,674815,4347,16761,7401,1631,41308,23724,22127,2266,10058,3491,876,3980,196,53,14,107,131,81,380,222,179,93,1490,432,82,14,60,236,79,169,310,43,13,5,1,2,3,3,1,15,7,10,5,92,19,11,7,9,1,3,29,3,7,3,0,0,0,0,0,13,13,0,0,0,0,0,2,2
5001100US4103,Oregon,3,"Congressional District 3 (111th Congress), Oregon",762155,null,728067,585413,40009,8424,49244,4127,40850,34088,30800,6784,7212,8104,878,4043,806,494,138,425,194,58,295,816,378,175,3015,1144,319,46,157,373,51,152,427,118,22,51,20,23,30,13,4,26,14,3,22,235,90,36,22,16,11,3,39,5,0,2,6,5,0,0,0,33,29,4,0,0,0,0,5,5
5001100US4104,Oregon,4,"Congressional District 4 (111th Congress), Oregon",739234,null,711090,662330,5096,10384,13768,1318,18194,28144,26004,3070,12618,5122,860,2953,196,104,36,87,136,59,192,357,160,54,1945,661,119,29,62,307,93,146,395,68,17,11,0,7,6,2,1,10,5,2,4,150,50,6,14,20,2,0,30,15,3,6,2,0,0,1,1,45,34,0,0,1,9,1,0,0
5001100US4105,Oregon,5,"Congressional District 5 (111th Congress), Oregon",757128,null,730312,637329,6683,10502,17977,3337,54484,26816,24769,3158,7916,5776,955,4978,214,142,28,182,143,77,377,435,255,133,1880,533,98,25,85,253,68,118,477,112,33,13,3,15,5,4,1,13,10,0,14,141,45,17,19,6,3,0,36,8,0,6,0,0,0,1,0,25,19,6,0,0,0,0,1,1
5001100US4201,Pennsylvania,1,"Congressional District 1 (111th Congress), Pennsylvania",655146,null,634364,208326,314867,4392,42420,404,63955,20782,18753,4944,904,1738,153,3827,1957,739,374,2301,127,34,502,98,622,433,1835,1047,128,15,199,22,10,43,21,63,45,42,21,46,18,33,24,1,23,28,6,165,82,8,42,6,13,1,0,1,2,4,2,2,0,2,0,21,19,2,0,0,0,0,8,8
5001100US4202,Pennsylvania,2,"Congressional District 2 (111th Congress), Pennsylvania",630277,null,614235,202383,361160,1969,37043,242,11438,16042,13902,4522,664,2335,80,862,2303,887,259,1107,112,7,96,127,440,101,1957,1296,178,38,85,35,3,18,28,36,6,93,24,44,13,28,20,2,3,3,4,160,103,4,25,4,11,2,3,0,1,0,2,0,1,4,0,23,13,5,4,1,0,0,0,0
5001100US4203,Pennsylvania,3,"Congressional District 3 (111th Congress), Pennsylvania",640356,null,630681,593515,27009,1072,4861,168,4056,9675,9086,4680,1694,1245,159,655,219,60,13,202,12,4,17,24,81,21,548,313,53,10,61,24,4,10,23,29,4,5,2,3,2,0,2,1,0,0,2,39,18,3,12,1,0,1,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
5001100US4204,Pennsylvania,4,"Congressional District 4 (111th Congress), Pennsylvania",647418,null,638816,602809,22800,608,10925,124,1550,8602,8064,3973,1322,1619,98,384,251,81,21,88,17,1,20,48,135,6,511,300,42,12,32,25,5,24,25,20,0,4,4,5,3,9,0,1,0,0,0,18,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,6,0,0,1,0,0,2,2
5001100US4205,Pennsylvania,5,"Congressional District 5 (111th Congress), Pennsylvania",651762,null,644951,618364,12481,989,9977,134,3006,6811,6428,2049,1773,1549,121,480,108,59,15,77,28,3,25,41,85,15,362,198,32,5,17,35,3,13,27,20,0,7,1,0,1,0,0,2,1,0,0,14,5,1,3,1,1,0,2,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,0,0
5001100US4206,Pennsylvania,6,"Congressional District 6 (111th Congress), Pennsylvania",726465,null,710452,600155,56912,1394,27180,229,24582,16013,14860,5947,1485,2925,147,2172,527,267,63,623,57,4,116,82,313,132,1065,558,137,22,124,48,2,16,34,36,17,9,1,17,8,7,10,1,3,9,6,78,38,6,13,2,3,0,3,4,0,5,1,2,0,1,0,9,8,1,0,0,0,0,1,1
5001100US4207,Pennsylvania,7,"Congressional District 7 (111th Congress), Pennsylvania",673623,null,661807,550372,66543,934,38452,155,5351,11816,10869,3836,1220,2834,101,802,515,335,105,359,170,6,33,67,462,24,861,520,102,14,54,25,4,12,33,28,4,14,4,10,8,21,3,2,2,0,1,76,30,6,15,10,3,0,4,4,0,0,2,1,0,0,1,10,8,0,0,0,2,0,0,0
5001100US4208,Pennsylvania,8,"Congressional District 8 (111th Congress), Pennsylvania",672685,null,661391,597329,25942,1308,26504,188,10120,11294,10485,3216,1418,2696,123,1419,288,188,54,261,123,4,44,52,523,76,760,385,78,4,85,34,13,20,37,47,2,14,4,7,2,12,4,0,5,2,5,33,14,3,6,1,2,0,3,0,0,0,0,2,2,0,0,16,12,4,0,0,0,0,0,0
5001100US4209,Pennsylvania,9,"Congressional District 9 (111th Congress), Pennsylvania",666810,null,659000,634976,14302,945,3589,143,5045,7810,7323,3230,1810,1100,87,620,135,53,24,118,16,5,16,21,69,19,449,210,58,8,46,28,13,21,32,12,4,2,1,6,2,1,3,0,0,0,2,31,10,2,5,1,4,2,2,3,0,0,0,0,0,0,2,7,7,0,0,0,0,0,0,0
5001100US4210,Pennsylvania,10,"Congressional District 10 (111th Congress), Pennsylvania",669257,null,660811,632347,17469,1240,4739,125,4891,8446,7916,3015,2003,1203,116,875,190,68,16,207,35,7,38,40,77,26,480,297,36,5,34,13,6,10,39,19,4,4,0,6,0,3,0,2,1,0,1,46,23,2,8,0,3,0,4,3,0,0,2,1,0,0,0,4,4,0,0,0,0,0,0,0
5001100US4211,Pennsylvania,11,"Congressional District 11 (111th Congress), Pennsylvania",687860,null,674775,601245,39424,1511,9706,211,22678,13085,12184,4624,1653,1641,120,2107,447,186,71,730,82,5,106,41,244,127,840,443,64,20,93,29,7,34,28,24,12,17,6,15,12,9,14,0,12,0,1,56,26,2,8,4,11,1,1,0,0,3,0,0,0,0,0,5,4,0,1,0,0,0,0,0
5001100US4212,Pennsylvania,12,"Congressional District 12 (111th Congress), Pennsylvania",612384,null,603722,573963,24152,714,2689,102,2102,8662,8090,4933,1488,745,113,303,205,91,21,97,21,2,7,25,33,6,535,341,52,12,36,27,6,17,19,8,4,1,0,2,1,5,1,1,1,0,1,35,22,3,3,2,0,0,2,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0
5001100US4213,Pennsylvania,13,"Congressional District 13 (111th Congress), Pennsylvania",674188,null,659620,523879,68717,1297,45736,263,19728,14568,13505,4243,1147,2871,117,2071,541,336,91,759,235,17,98,76,776,127,939,486,100,21,91,34,15,28,28,51,8,11,1,11,6,20,9,0,4,3,12,106,51,4,25,7,2,1,0,8,1,4,0,0,0,3,0,13,10,2,1,0,0,0,5,5
5001100US4214,Pennsylvania,14,"Congressional District 14 (111th Congress), Pennsylvania",584493,null,569599,405697,143326,1119,15654,136,3667,14894,13443,7311,1226,1887,84,526,1302,350,100,410,32,7,28,44,123,13,1345,939,125,13,78,38,1,13,22,29,5,16,12,17,10,18,7,2,0,0,0,94,53,6,17,7,4,0,2,0,0,4,0,0,0,1,0,11,4,2,0,4,1,0,1,1
5001100US4215,Pennsylvania,15,"Congressional District 15 (111th Congress), Pennsylvania",721828,null,703890,601332,39192,2011,19030,260,42065,17938,16679,5953,1564,2526,176,3632,359,224,58,1106,105,10,252,49,442,223,1185,573,93,16,212,22,7,31,51,38,19,20,9,32,2,26,15,1,5,10,3,60,27,1,19,3,3,1,3,0,0,1,1,0,0,1,0,12,7,1,0,0,0,4,2,2
5001100US4216,Pennsylvania,16,"Congressional District 16 (111th Congress), Pennsylvania",723977,null,707711,613963,34672,2024,13067,262,43723,16266,15154,5715,1529,1837,109,3494,368,155,58,1077,53,6,232,34,254,233,1044,506,75,8,181,34,3,40,38,46,19,11,2,21,13,8,15,1,6,16,1,55,27,0,13,3,4,0,1,2,0,0,0,2,1,1,1,13,12,0,0,1,0,0,0,0
5001100US4217,Pennsylvania,17,"Congressional District 17 (111th Congress), Pennsylvania",681835,null,668312,581483,57427,1263,11727,177,16235,13523,12577,6010,1466,1593,136,1569,410,198,67,651,53,8,80,52,192,92,862,488,79,18,122,14,7,26,39,19,11,9,3,4,2,11,5,0,0,5,0,63,22,5,19,7,4,0,2,4,0,0,0,0,0,0,0,19,18,1,0,0,0,0,2,2
5001100US4218,Pennsylvania,18,"Congressional District 18 (111th Congress), Pennsylvania",653385,null,645490,611479,18505,599,12890,132,1885,7895,7315,3367,1178,1573,84,457,200,82,26,84,35,3,8,37,168,13,527,343,60,8,31,19,1,7,17,23,1,5,1,3,2,1,1,1,3,0,0,36,13,2,11,8,0,0,2,0,0,0,0,0,0,0,0,17,10,5,0,1,0,1,0,0
5001100US4219,Pennsylvania,19,"Congressional District 19 (111th Congress), Pennsylvania",728630,null,714917,652671,32789,1454,12899,198,14906,13713,12731,5719,1958,2210,155,1372,273,149,55,398,38,1,78,61,191,73,875,425,143,9,82,43,6,23,58,26,4,19,2,11,3,12,1,1,4,2,1,85,46,13,16,3,0,1,2,1,0,0,0,3,0,0,0,22,16,6,0,0,0,0,0,0
5001100US4401,Rhode Island,1,"Congressional District 1 (111th Congress), Rhode Island",519021,null,500287,424536,31676,2357,13337,239,28142,18734,16959,4611,1540,2447,239,3154,902,166,69,2764,65,14,293,61,244,390,1582,643,87,21,308,33,6,61,41,47,36,13,5,117,12,32,104,5,4,5,2,164,47,3,49,3,16,9,15,4,2,0,2,2,6,4,2,29,6,19,0,0,4,0,0,0
5001100US4402,Rhode Island,2,"Congressional District 2 (111th Congress), Rhode Island",533546,null,517493,432333,28513,3701,17120,315,35511,16053,14496,3590,1683,1985,161,3221,1127,157,46,1339,90,12,465,49,357,214,1432,685,68,15,222,35,7,71,24,39,35,9,8,121,6,19,21,1,35,10,1,117,18,4,65,4,3,5,6,1,3,2,0,5,0,0,1,6,2,3,0,1,0,0,2,2
5001100US4501,South Carolina,1,"Congressional District 1 (111th Congress), South Carolina",856956,null,839100,627661,169918,3670,13270,872,23709,17856,16498,5493,3092,3285,209,2047,766,456,95,547,55,18,61,128,176,70,1252,583,162,26,92,113,10,41,108,31,9,30,0,12,18,1,7,7,0,0,2,94,42,8,22,3,1,1,11,4,0,1,0,0,0,1,0,11,8,0,0,1,0,2,1,1
5001100US4502,South Carolina,2,"Congressional District 2 (111th Congress), South Carolina",825324,null,808768,541771,224607,3138,13406,668,25178,16556,15234,5257,2552,2151,191,2027,874,627,130,711,70,19,133,132,283,77,1215,590,128,16,99,72,19,29,90,34,17,43,4,18,15,20,5,5,1,3,7,96,37,8,20,12,3,1,8,3,0,1,1,0,1,1,0,11,9,2,0,0,0,0,0,0
5001100US4503,South Carolina,3,"Congressional District 3 (111th Congress), South Carolina",722675,null,711753,546931,140936,1955,5889,248,15794,10922,10320,4306,2256,1135,138,1316,392,173,26,257,39,7,45,38,158,34,541,251,59,5,53,46,18,27,22,29,6,9,1,7,4,2,1,0,0,0,1,36,20,4,0,1,0,1,7,1,0,0,0,0,1,1,0,25,22,0,1,0,2,0,0,0
5001100US4504,South Carolina,4,"Congressional District 4 (111th Congress), South Carolina",770226,null,756548,562177,150461,2248,14687,366,26609,13678,12937,4969,2005,1883,177,2034,479,311,56,438,54,6,137,78,269,41,667,334,82,12,55,30,7,13,59,15,6,11,2,6,19,4,4,1,1,1,5,58,25,3,8,1,2,1,10,0,0,2,0,1,5,0,0,13,12,1,0,0,0,0,3,3
5001100US4505,South Carolina,5,"Congressional District 5 (111th Congress), South Carolina",767773,null,755697,494570,234795,5716,6488,316,13812,12076,11313,4593,2522,1193,149,1103,688,259,66,421,43,9,49,31,141,46,702,378,77,12,48,45,9,31,35,14,9,11,2,6,10,6,4,1,2,0,2,44,15,2,14,0,2,1,4,0,0,0,6,0,0,0,0,15,15,0,0,0,0,0,2,2
5001100US4506,South Carolina,6,"Congressional District 6 (111th Congress), South Carolina",682410,null,673563,286890,369967,2797,5311,236,8362,8847,8080,2814,1483,814,71,709,957,401,108,462,40,12,48,38,110,13,683,381,65,17,40,25,0,18,26,11,2,14,11,18,39,11,4,0,0,0,1,65,20,6,10,6,0,1,9,0,0,0,5,0,1,7,0,18,7,5,2,2,2,0,1,1
5001100US4600,South Dakota,1,"Congressional District (at Large) (111th Congress), South Dakota",814180,null,796897,699392,10207,71817,7610,394,7477,17283,16392,3064,8499,1894,194,1262,602,107,25,89,173,73,219,68,94,29,853,467,53,14,30,78,18,76,65,20,4,8,1,4,7,3,0,3,0,1,1,31,8,3,3,1,2,0,10,2,0,1,0,0,0,0,1,7,7,0,0,0,0,0,0,0
5001100US4701,Tennessee,1,"Congressional District 1 (111th Congress), Tennessee",684093,null,674431,641367,15291,1954,4401,234,11184,9662,9121,3325,3094,974,141,1067,127,47,18,89,21,9,54,34,90,31,495,240,45,19,34,33,12,40,33,12,9,1,0,7,2,0,0,0,4,1,3,34,15,0,6,3,1,0,5,1,1,2,0,0,0,0,0,12,11,0,0,0,1,0,0,0
5001100US4702,Tennessee,2,"Congressional District 2 (111th Congress), Tennessee",723798,null,711062,642202,45145,2267,9898,466,11084,12736,12017,4475,3506,1834,144,1163,272,105,35,191,32,9,38,72,119,22,659,361,61,13,45,41,13,40,39,18,5,5,1,4,7,0,1,2,1,0,2,47,25,3,6,3,1,0,5,3,0,0,1,0,0,0,0,13,12,0,0,0,0,1,0,0
5001100US4703,Tennessee,3,"Congressional District 3 (111th Congress), Tennessee",692346,null,681067,581156,77229,2369,8232,422,11659,11279,10628,3505,3464,1268,158,1164,276,135,53,186,22,8,177,44,133,35,590,288,51,7,50,53,14,35,36,16,10,10,5,4,1,5,3,1,1,0,0,46,16,3,4,1,0,0,14,2,3,1,1,0,0,1,0,15,12,1,0,2,0,0,0,0
5001100US4704,Tennessee,4,"Congressional District 4 (111th Congress), Tennessee",688008,null,677751,635436,28361,2279,2999,251,8425,10257,9783,3216,3852,876,147,1195,116,60,11,98,27,11,51,24,67,32,422,211,28,6,40,36,4,33,37,12,4,3,0,6,0,1,0,0,1,0,0,37,22,1,2,0,0,0,9,2,0,1,0,0,0,0,0,14,10,0,0,0,4,0,1,1
5001100US4705,Tennessee,5,"Congressional District 5 (111th Congress), Tennessee",707420,null,690715,461397,175636,2433,18834,427,31988,16705,15526,5000,2468,2996,239,2458,643,410,110,548,81,4,100,86,294,89,1086,538,119,21,75,75,11,55,58,52,10,20,4,9,14,11,3,0,2,0,9,80,35,1,14,3,1,0,6,6,4,3,6,0,0,0,1,12,7,5,0,0,0,0,1,1
5001100US4706,Tennessee,6,"Congressional District 6 (111th Congress), Tennessee",788754,null,774322,678083,59797,2724,11690,432,21596,14432,13693,5161,3242,1902,177,1928,319,205,38,255,44,2,75,76,202,67,684,321,86,3,59,47,7,27,62,27,6,8,0,9,9,1,2,6,2,0,2,41,16,1,5,4,0,1,12,1,0,0,0,0,0,0,1,14,11,1,0,0,2,0,0,0
5001100US4707,Tennessee,7,"Congressional District 7 (111th Congress), Tennessee",792605,null,776351,627522,114528,2421,20048,851,10981,16254,15006,4897,2797,3421,282,1522,515,475,100,341,83,22,47,118,346,40,1090,432,169,22,58,120,16,31,98,51,10,8,8,15,23,27,0,1,0,0,1,124,36,13,20,19,11,0,14,1,0,1,7,2,0,0,0,34,33,0,0,1,0,0,0,0
5001100US4708,Tennessee,8,"Congressional District 8 (111th Congress), Tennessee",658258,null,647760,478647,153513,2065,3567,256,9712,10498,9972,4362,2449,902,129,1024,400,180,66,242,42,3,26,43,87,17,477,244,60,5,44,31,8,15,34,15,3,5,1,2,2,4,1,0,1,1,1,39,21,0,4,2,1,0,3,0,0,2,1,2,0,2,1,9,8,0,0,0,0,1,1,1
5001100US4709,Tennessee,9,"Congressional District 9 (111th Congress), Tennessee",610823,null,602637,176138,387815,1482,11573,303,25326,8186,7427,2429,777,972,59,1117,824,354,97,431,32,5,89,36,144,61,674,365,67,4,40,29,3,9,22,34,5,32,4,20,26,10,1,3,0,0,0,70,34,1,9,12,6,1,1,0,0,1,2,0,0,3,0,14,12,2,0,0,0,0,1,1
5001100US4801,Texas,1,"Congressional District 1 (111th Congress), Texas",723464,null,709395,514939,127714,4027,6487,233,55995,14069,13467,3861,3051,1076,163,3635,425,162,50,513,46,9,190,31,186,69,537,236,32,13,73,41,5,40,33,27,6,3,4,10,7,4,0,1,1,0,1,55,9,0,19,2,2,0,13,2,0,3,3,1,0,1,0,10,8,0,1,0,0,1,0,0
5001100US4802,Texas,2,"Congressional District 2 (111th Congress), Texas",782375,null,762882,493830,168647,4217,26501,1011,68676,19493,18322,3882,2438,2306,240,6069,524,418,141,987,107,16,292,177,556,169,1085,393,107,18,138,63,15,59,96,61,14,13,5,24,14,24,12,5,15,1,8,78,21,9,13,1,10,0,15,2,0,1,0,1,0,5,0,6,4,1,0,1,0,0,2,2
5001100US4803,Texas,3,"Congressional District 3 (111th Congress), Texas",842449,null,816390,539627,97376,5064,102783,453,71087,26059,24549,4027,3082,6497,265,6361,618,575,91,869,210,8,342,298,1152,154,1402,484,170,12,137,106,14,80,134,125,15,21,3,9,22,31,12,4,5,2,16,95,32,5,15,7,9,1,7,6,0,5,7,0,1,0,0,12,10,2,0,0,0,0,1,1
5001100US4804,Texas,4,"Congressional District 4 (111th Congress), Texas",846142,null,825643,666802,87583,7731,17420,516,45591,20499,19438,4676,5843,2580,259,3998,527,228,51,451,70,14,182,109,373,77,980,447,73,8,96,105,5,70,73,55,6,4,4,5,8,12,0,3,0,1,5,66,33,0,19,1,1,0,9,2,0,0,0,1,0,0,0,15,15,0,0,0,0,0,0,0
5001100US4805,Texas,5,"Congressional District 5 (111th Congress), Texas",725642,null,708209,523328,100881,5171,14086,330,64413,17433,16653,3736,3650,1552,164,5232,422,194,43,618,106,6,286,94,461,89,707,273,59,7,69,52,5,91,64,35,11,5,0,8,7,10,1,1,2,3,4,51,26,2,6,3,1,0,6,1,0,1,4,0,0,1,0,22,17,5,0,0,0,0,0,0
5001100US4806,Texas,6,"Congressional District 6 (111th Congress), Texas",809095,null,786502,537602,134647,5010,32795,1065,75383,22593,21244,4942,3566,3237,293,5887,738,435,83,985,110,20,267,146,428,107,1259,470,139,10,114,73,17,197,81,65,10,9,3,29,18,2,7,4,7,0,4,77,23,6,18,7,5,1,12,1,1,1,1,0,0,1,0,13,13,0,0,0,0,0,0,0
5001100US4807,Texas,7,"Congressional District 7 (111th Congress), Texas",780611,null,757052,529586,78428,3880,79224,411,65523,23559,22244,3090,2110,5855,197,6967,397,463,88,935,176,25,485,215,1147,94,1195,417,142,16,110,70,8,115,82,120,23,13,1,11,13,33,2,5,3,7,4,95,50,1,20,6,4,3,6,1,0,4,0,0,0,0,0,20,10,7,0,0,1,2,5,5
5001100US4808,Texas,8,"Congressional District 8 (111th Congress), Texas",833770,null,816815,686659,65401,5881,11934,435,46505,16955,16141,3097,4040,2272,236,4892,213,139,52,320,58,18,268,118,307,111,732,252,65,6,58,70,10,59,88,54,20,9,1,7,4,5,2,0,4,12,6,61,19,3,17,6,3,1,9,1,0,1,0,1,0,0,0,21,15,0,0,0,6,0,0,0
5001100US4809,Texas,9,"Congressional District 9 (111th Congress), Texas",733796,null,706597,240882,262525,5594,79853,415,117328,27199,25828,2754,978,2432,98,13521,766,614,166,1712,346,16,990,150,1034,251,1217,398,83,4,153,41,5,137,20,104,49,11,14,49,21,26,12,3,46,30,11,115,47,2,29,4,3,3,9,4,1,3,1,2,3,2,2,26,17,8,0,0,0,1,13,13
5001100US4810,Texas,10,"Congressional District 10 (111th Congress), Texas",981367,null,951045,676833,111799,6547,57124,676,98066,30322,28488,5516,3714,5219,255,9090,581,573,91,1353,161,18,574,211,879,253,1672,599,204,25,139,103,19,104,145,160,28,23,5,20,18,21,13,3,20,3,20,136,53,9,38,6,5,1,7,1,0,6,7,1,1,1,0,25,20,1,2,1,1,0,1,1
5001100US4811,Texas,11,"Congressional District 11 (111th Congress), Texas",710682,null,694398,577078,28410,5538,5222,396,77754,16284,15687,2712,3262,1226,150,6720,168,105,15,593,40,12,288,79,230,87,569,160,41,6,103,24,16,56,60,51,17,4,2,1,4,6,3,1,6,3,5,20,3,1,5,3,0,3,2,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,4,4
5001100US4812,Texas,12,"Congressional District 12 (111th Congress), Texas",831100,null,808121,635292,56115,6115,24464,690,85445,22979,21829,3606,4175,3147,311,8064,337,272,61,655,111,14,310,158,478,130,1066,334,96,26,98,97,20,104,107,92,15,13,1,14,11,11,7,1,4,4,11,73,30,1,17,7,0,0,4,3,1,6,3,0,0,0,1,10,10,0,0,0,0,0,1,1
5001100US4813,Texas,13,"Congressional District 13 (111th Congress), Texas",672781,null,656545,544719,39620,5897,11586,296,54427,16236,15491,3271,3843,1496,179,4919,259,103,26,608,65,6,256,101,279,80,686,239,54,12,91,43,14,77,47,54,8,5,0,4,14,6,2,2,10,0,4,45,18,3,7,6,4,1,2,0,1,2,0,0,0,1,0,14,10,2,0,1,0,1,0,0
5001100US4814,Texas,14,"Congressional District 14 (111th Congress), Texas",779704,null,760099,588513,71281,4457,27358,296,68194,19605,18598,3315,3150,2597,177,6980,217,201,58,884,76,6,261,93,475,108,905,233,79,12,148,69,4,89,76,81,27,15,3,14,11,17,4,2,14,6,1,75,15,3,23,10,7,0,6,3,0,1,0,2,0,5,0,26,25,1,0,0,0,0,1,1
5001100US4815,Texas,15,"Congressional District 15 (111th Congress), Texas",787124,null,774846,674927,12169,3283,6854,163,77450,12278,11930,926,1084,699,111,7737,61,47,8,373,48,4,415,36,296,85,313,77,9,2,31,11,6,52,20,49,15,1,1,6,1,0,3,4,13,7,5,21,17,0,1,1,0,0,0,0,0,2,0,0,0,0,0,6,6,0,0,0,0,0,8,8
5001100US4816,Texas,16,"Congressional District 16 (111th Congress), Texas",757427,null,738214,620074,24499,5839,8205,980,78617,19213,18264,2572,1608,2472,274,8640,196,331,46,902,78,24,389,129,452,151,872,224,126,16,75,66,8,69,59,112,32,11,3,18,11,10,2,4,9,2,15,65,23,4,5,6,6,3,8,5,1,2,1,0,0,0,1,10,8,2,0,0,0,0,2,2
5001100US4817,Texas,17,"Congressional District 17 (111th Congress), Texas",760042,null,743141,585982,74834,4473,15071,792,61989,16901,16183,3495,3338,2110,214,5063,261,152,40,683,55,9,250,96,319,98,668,238,55,3,97,43,16,58,50,49,15,10,1,9,4,5,1,5,1,0,8,34,15,2,4,0,0,0,7,1,0,0,0,0,4,1,0,15,15,0,0,0,0,0,1,1
5001100US4818,Texas,18,"Congressional District 18 (111th Congress), Texas",720991,null,699430,281511,265109,5082,24340,405,122983,21561,20409,2554,1165,1494,92,10750,632,391,128,1484,128,16,756,106,516,197,1013,370,84,12,144,27,9,70,37,94,27,13,3,23,14,17,9,3,24,14,19,104,29,3,30,8,7,0,10,3,2,5,1,2,0,4,0,31,14,13,1,1,2,0,4,4
5001100US4819,Texas,19,"Congressional District 19 (111th Congress), Texas",698137,null,680779,549589,39777,5299,8840,416,76858,17358,16585,3107,2825,1593,169,6619,234,180,15,775,82,27,399,187,269,104,729,158,70,8,125,23,5,126,76,63,20,3,5,8,12,13,1,0,10,1,2,33,9,0,12,2,0,1,2,5,0,0,2,0,0,0,0,11,6,3,0,2,0,0,0,0
5001100US4820,Texas,20,"Congressional District 20 (111th Congress), Texas",711705,null,686131,500530,51563,7558,13859,980,111641,25574,24014,3241,2406,2917,231,10827,498,628,64,1312,139,35,708,190,631,187,1429,405,179,18,126,78,11,119,122,177,49,25,1,28,13,19,4,14,19,10,12,111,33,5,21,13,4,1,10,7,0,2,1,3,7,2,2,20,17,0,1,2,0,0,0,0
5001100US4821,Texas,21,"Congressional District 21 (111th Congress), Texas",856954,null,830987,680337,57403,4861,32375,1039,54972,25967,24214,4086,4384,5352,316,6534,420,524,79,963,84,17,356,295,663,141,1569,510,167,28,150,132,12,108,173,139,36,20,3,18,18,25,9,1,9,1,10,141,60,5,22,16,8,4,13,4,0,2,4,1,0,2,0,41,30,3,1,4,3,0,2,2
5001100US4822,Texas,22,"Congressional District 22 (111th Congress), Texas",910877,null,884552,557629,129682,4453,115594,519,76675,26325,24852,3879,2603,5404,235,7339,534,680,128,1161,343,8,296,255,1791,196,1292,409,153,19,128,80,4,106,101,158,15,22,0,24,10,24,5,5,11,6,12,156,76,1,44,3,10,0,8,0,0,7,3,0,0,1,3,20,19,1,0,0,0,0,5,5
5001100US4823,Texas,23,"Congressional District 23 (111th Congress), Texas",847651,null,824831,672404,29870,6275,16040,666,99576,22820,21573,2571,2416,3194,229,9987,248,363,51,812,109,22,610,224,582,155,1114,243,111,11,99,83,15,113,106,169,53,10,0,20,17,20,8,0,24,6,6,99,35,1,22,11,6,0,11,7,0,2,1,1,0,2,0,31,27,3,0,0,1,0,3,3
5001100US4824,Texas,24,"Congressional District 24 (111th Congress), Texas",792319,null,768505,488398,117088,5135,75088,1835,80961,23814,22418,4416,2938,4133,220,6190,731,503,87,1053,203,11,295,220,1283,135,1236,476,138,29,128,82,4,58,101,103,10,27,7,15,19,19,2,3,7,2,6,130,60,2,22,19,3,1,15,0,2,2,0,0,0,3,1,23,22,1,0,0,0,0,7,7
5001100US4825,Texas,25,"Congressional District 25 (111th Congress), Texas",814381,null,789448,584962,64042,7543,18460,577,113864,24933,23466,3760,3816,3700,248,8495,405,319,55,1111,93,13,653,145,513,140,1319,450,124,15,116,104,11,141,87,140,21,11,21,17,12,19,1,2,11,12,4,121,42,6,38,3,15,1,6,4,0,6,0,0,0,0,0,23,21,0,1,1,0,0,4,4
5001100US4826,Texas,26,"Congressional District 26 (111th Congress), Texas",915137,null,889286,652345,122856,6327,35991,924,70843,25851,24230,5083,4481,4562,324,6445,680,433,60,854,101,16,293,212,566,120,1484,541,187,22,126,97,19,63,183,113,15,21,8,12,22,15,14,6,11,4,5,117,43,1,23,8,3,1,15,10,0,11,0,1,1,0,0,15,10,3,0,2,0,0,5,5
5001100US4827,Texas,27,"Congressional District 27 (111th Congress), Texas",741993,null,726981,623615,17385,3819,8837,423,72902,15012,14350,1501,1761,1537,142,7609,133,126,30,584,43,6,364,69,342,103,610,165,47,7,72,39,5,75,47,88,21,2,2,6,1,8,3,0,7,8,7,30,10,1,6,0,0,1,4,1,5,2,0,0,0,0,0,22,21,0,0,0,0,1,0,0
5001100US4828,Texas,28,"Congressional District 28 (111th Congress), Texas",851824,null,837884,748669,13116,3662,6502,298,65637,13940,13351,1393,1509,1315,146,7546,110,144,29,371,61,11,289,76,287,64,534,130,36,1,52,28,6,59,53,94,33,4,0,1,11,9,3,0,10,0,4,35,13,6,3,2,1,0,4,3,1,1,0,0,0,0,1,15,11,4,0,0,0,0,5,5
