GEO_ID,STATENAME,NAME,DP1_C0,DP1_C1,DP1_C1A,DP1_C2,DP1_C3,DP1_C3A,DP1_C4,DP1_C5,DP1_C5A,DP1_C6,DP1_C7,DP1_C7A,DP1_C8,DP1_C9,DP1_C9A,DP1_C10,DP1_C11,DP1_C11A,DP1_C12,DP1_C13,DP1_C13A,DP1_C14,DP1_C15,DP1_C15A,DP1_C16,DP1_C17,DP1_C17A,DP1_C18,DP1_C19,DP1_C19A,DP1_C20,DP1_C21,DP1_C21A,DP1_C22,DP1_C23,DP1_C23A,DP1_C24,DP1_C25,DP1_C25A,DP1_C26,DP1_C27,DP1_C27A,DP1_C28,DP1_C29,DP1_C29A,DP1_C30,DP1_C31,DP1_C31A,DP1_C32,DP1_E1,DP1_C33,DP1_C34,DP1_C34A,DP1_C35,DP1_C36,DP1_C36A,DP1_C37,DP1_C38,DP1_C38A,DP1_C39,DP1_C40,DP1_C40A,DP1_C41,DP1_C42,DP1_C42A,DP1_C43,DP1_C44,DP1_C44A,DP1_C45,DP1_C46,DP1_C46A,DP1_C47,DP1_C48,DP1_C48A,DP1_C49,DP1_C50,DP1_C50A,DP1_C51,DP1_C52,DP1_C52A,DP1_C53,DP1_C54,DP1_C54A,DP1_C55,DP1_C56,DP1_C56A,DP1_C57,DP1_C58,DP1_C58A,DP1_C59,DP1_C60,DP1_C60A,DP1_C61,DP1_C62,DP1_C62A,DP1_C63,DP1_C64,DP1_C64A,DP1_C65,DP1_C66,DP1_C66A,DP1_C67,DP1_C68,DP1_C68A,DP1_C69,DP1_C70,DP1_C70A,DP1_C71,DP1_C72,DP1_C72A,DP1_C73,DP1_C74,DP1_C74A,DP1_C75,DP1_C76,DP1_C76A,DP1_C77,DP1_C78,DP1_C78A,DP1_C79,DP1_C80,DP1_C80A,DP1_C81,DP1_C82,DP1_C82A,DP1_C83,DP1_C84,DP1_C84A,DP1_C85,DP1_C86,DP1_C86A,DP1_C87,DP1_C88,DP1_C88A,DP1_C89,DP1_C90,DP1_C90A,DP1_C91,DP1_C92,DP1_C92A,DP1_C93,DP1_C94,DP1_C94A,DP1_C95,DP1_C96,DP1_C96A,DP1_C97,DP1_C98,DP1_C98A,DP1_C99,DP1_C100,DP1_C100A,DP1_C101,DP1_C102,DP1_C102A,DP1_C103,DP1_C104,DP1_C104A,DP1_C105,DP1_C106,DP1_C106A,DP1_C107,DP1_C108,DP1_C108A,DP1_C109,DP1_C110,DP1_C110A,DP1_C111,DP1_C112,DP1_C112A,DP1_C113,DP1_C114,DP1_C114A,DP1_C115,DP1_C116,DP1_C116A,DP1_C117,DP1_C118,DP1_C118A,DP1_C119,DP1_C120,DP1_C120A,DP1_C121,DP1_C122,DP1_C122A,DP1_C123,DP1_C124,DP1_C124A,DP1_C125,DP1_C126,DP1_C126A,DP1_C127,DP1_C128,DP1_C128A,DP1_C129,DP1_C130,DP1_C130A,DP1_C131,DP1_C132,DP1_C132A,DP1_C133,DP1_C134,DP1_C134A,DP1_C135,DP1_C136,DP1_C136A,DP1_C137,DP1_C138,DP1_C138A,DP1_C139,DP1_C140,DP1_C140A,DP1_C141,DP1_C142,DP1_C142A,DP1_C143,DP1_C144,DP1_C144A,DP1_C145,DP1_C146,DP1_C146A,DP1_C147,DP1_C148,DP1_C148A,DP1_C149,DP1_C150,DP1_C150A,DP1_C151,DP1_C152,DP1_C152A,DP1_C153,DP1_C154,DP1_C154A,DP1_C155,DP1_C156,DP1_C156A,DP1_C157,DP1_C158,DP1_C158A,DP1_C159,DP1_C160,DP1_C160A,DP1_C161,DP1_C162,DP1_C162A,DP1_C163,DP1_C164,DP1_C164A,DP1_C165,DP1_E2,DP1_C166,DP1_E3,DP1_C167,DP1_C168,DP1_C168A,DP1_C169,DP1_C170,DP1_C170A,DP1_C171,DP1_C172,DP1_C172A,DP1_C173,DP1_C174,DP1_C174A,DP1_C175,DP1_C175A,DP1_E4,DP1_C176,DP1_C176A,DP1_E5,DP1_C177,DP1_C178,DP1_C178A,DP1_C179,DP1_C180,DP1_C180A,DP1_C181,DP1_C182,DP1_C182A,DP1_C183,DP1_E6,DP1_C184,DP1_E7
5001000US2407,Maryland,"Congressional District 7 (110th Congress), Maryland",662060,100,null,313280,47.3,null,348780,52.7,null,43150,6.5,null,50769,7.7,null,50747,7.7,null,49009,7.4,null,44099,6.7,null,88919,13.4,null,110545,16.7,null,90634,13.7,null,31592,4.8,null,25022,3.8,null,41748,6.3,null,26695,4,null,9131,1.4,null,35.4,(X),489243,73.9,null,225363,34,null,263880,39.9,null,458234,69.2,null,92034,13.9,null,77574,11.7,null,29934,4.5,null,47640,7.2,null,651968,98.5,null,231351,34.9,null,391390,59.1,null,1640,0.2,null,23558,3.6,null,6187,0.9,null,5025,0.8,null,1487,0.2,null,500,0.1,null,6557,1,null,1145,0.2,null,2657,0.4,null,235,0,null,72,0,null,39,0,null,35,0,null,89,0,null,3794,0.6,null,10092,1.5,null,237670,35.9,null,397457,60,null,4469,0.7,null,26394,4,null,711,0.1,null,6747,1,null,662060,100,null,11027,1.7,null,2970,0.4,null,2190,0.3,null,631,0.1,null,5236,0.8,null,651033,98.3,null,226361,34.2,null,662060,100,null,635110,95.9,null,247804,37.4,null,89083,13.5,null,191938,29,null,135901,20.5,null,64792,9.8,null,31449,4.8,null,41493,6.3,null,15207,2.3,null,26950,4.1,null,12822,1.9,null,14128,2.1,null,247804,100,null,157020,63.4,null,74518,30.1,null,89083,35.9,null,39705,16,null,55760,22.5,null,29687,12,null,90784,36.6,null,73840,29.8,null,22866,9.2,null,90970,36.7,null,57420,23.2,null,2.56,(X),3.2,(X),280497,100,null,247804,88.3,null,32693,11.7,null,1021,0.4,null,2.3,null,(X),7.2,null,(X),247804,100,null,137478,55.5,null,110326,44.5,null,2.77,(X),2.3,(X)
5001000US2408,Maryland,"Congressional District 8 (110th Congress), Maryland",662060,100,null,317717,48,null,344343,52,null,44469,6.7,null,46062,7,null,45299,6.8,null,38251,5.8,null,35281,5.3,null,97806,14.8,null,114157,17.2,null,98424,14.9,null,34861,5.3,null,25220,3.8,null,40767,6.2,null,30164,4.6,null,11299,1.7,null,37.1,(X),500632,75.6,null,234995,35.5,null,265637,40.1,null,481826,72.8,null,96529,14.6,null,82230,12.4,null,33139,5,null,49091,7.4,null,638319,96.4,null,414198,62.6,null,110857,16.7,null,2046,0.3,null,72136,10.9,null,16605,2.5,null,22979,3.5,null,5785,0.9,null,2785,0.4,null,10406,1.6,null,5624,0.8,null,7952,1.2,null,335,0.1,null,82,0,null,69,0,null,34,0,null,150,0,null,38747,5.9,null,23741,3.6,null,431068,65.1,null,119045,18,null,5186,0.8,null,78950,11.9,null,1214,0.2,null,51918,7.8,null,662060,100,null,90607,13.7,null,8264,1.2,null,3759,0.6,null,2085,0.3,null,76499,11.6,null,571453,86.3,null,371448,56.1,null,662060,100,null,653425,98.7,null,250239,37.8,null,131461,19.9,null,189653,28.6,null,147978,22.4,null,40942,6.2,null,10292,1.6,null,41130,6.2,null,10230,1.5,null,8635,1.3,null,5213,0.8,null,3422,0.5,null,250239,100,null,167194,66.8,null,82279,32.9,null,131461,52.5,null,64084,25.6,null,26504,10.6,null,14400,5.8,null,83045,33.2,null,66205,26.5,null,22400,9,null,88304,35.3,null,57788,23.1,null,2.61,(X),3.17,(X),259256,100,null,250239,96.5,null,9017,3.5,null,1520,0.6,null,1,null,(X),3.5,null,(X),250239,100,null,163337,65.3,null,86902,34.7,null,2.73,(X),2.39,(X)
5001000US2501,Massachusetts,"Congressional District 1 (110th Congress), Massachusetts",634479,100,null,307420,48.5,null,327059,51.5,null,36935,5.8,null,43106,6.8,null,46176,7.3,null,50180,7.9,null,43561,6.9,null,76514,12.1,null,103348,16.3,null,91976,14.5,null,30990,4.9,null,23009,3.6,null,42858,6.8,null,33633,5.3,null,12193,1.9,null,37.1,(X),480854,75.8,null,228541,36,null,252313,39.8,null,446998,70.5,null,101972,16.1,null,88684,14,null,35491,5.6,null,53193,8.4,null,623937,98.3,null,579724,91.4,null,11897,1.9,null,1393,0.2,null,10573,1.7,null,1711,0.3,null,2401,0.4,null,481,0.1,null,556,0.1,null,1348,0.2,null,987,0.2,null,3089,0.5,null,268,0,null,67,0,null,47,0,null,48,0,null,106,0,null,20082,3.2,null,10542,1.7,null,588728,92.8,null,15295,2.4,null,4275,0.7,null,12767,2,null,634,0.1,null,24083,3.8,null,634479,100,null,39787,6.3,null,2013,0.3,null,28775,4.5,null,495,0.1,null,8504,1.3,null,594692,93.7,null,563713,88.8,null,634479,100,null,605384,95.4,null,245033,38.6,null,122178,19.3,null,181377,28.6,null,141574,22.3,null,21258,3.4,null,7352,1.2,null,35538,5.6,null,15948,2.5,null,29095,4.6,null,8484,1.3,null,20611,3.2,null,245033,100,null,159974,65.3,null,76482,31.2,null,122178,49.9,null,53724,21.9,null,28157,11.5,null,17721,7.2,null,85059,34.7,null,68187,27.8,null,27386,11.2,null,81868,33.4,null,61821,25.2,null,2.47,(X),3.03,(X),267100,100,null,245033,91.7,null,22067,8.3,null,9848,3.7,null,1.1,null,(X),5.3,null,(X),245033,100,null,160570,65.5,null,84463,34.5,null,2.64,(X),2.14,(X)
5001000US2510,Massachusetts,"Congressional District 10 (110th Congress), Massachusetts",635901,100,null,305290,48,null,330611,52,null,37601,5.9,null,40930,6.4,null,42443,6.7,null,35430,5.6,null,26455,4.2,null,80397,12.6,null,106736,16.8,null,94822,14.9,null,36214,5.7,null,28280,4.4,null,54624,8.6,null,38331,6,null,13638,2.1,null,40.1,(X),491297,77.3,null,230778,36.3,null,260519,41,null,474326,74.6,null,123184,19.4,null,106593,16.8,null,43947,6.9,null,62646,9.9,null,626829,98.6,null,591552,93,null,10176,1.6,null,2070,0.3,null,17471,2.7,null,1830,0.3,null,10297,1.6,null,905,0.1,null,381,0.1,null,761,0.1,null,2129,0.3,null,1168,0.2,null,161,0,null,47,0,null,35,0,null,23,0,null,56,0,null,5399,0.8,null,9072,1.4,null,599045,94.2,null,13054,2.1,null,4381,0.7,null,19126,3,null,477,0.1,null,9652,1.5,null,635901,100,null,8260,1.3,null,1227,0.2,null,2648,0.4,null,484,0.1,null,3901,0.6,null,627641,98.7,null,586514,92.2,null,635901,100,null,622736,97.9,null,254447,40,null,134580,21.2,null,180482,28.4,null,134794,21.2,null,23803,3.7,null,7114,1.1,null,29424,4.6,null,12105,1.9,null,13165,2.1,null,7773,1.2,null,5392,0.8,null,254447,100,null,167346,65.8,null,72701,28.6,null,134580,52.9,null,56774,22.3,null,24789,9.7,null,12649,5,null,87101,34.2,null,71008,27.9,null,30162,11.9,null,77810,30.6,null,74338,29.2,null,2.45,(X),3.02,(X),329770,100,null,254447,77.2,null,75323,22.8,null,65755,19.9,null,0.9,null,(X),4.3,null,(X),254447,100,null,187191,73.6,null,67256,26.4,null,2.61,(X),2.01,(X)
5001000US2502,Massachusetts,"Congressional District 2 (110th Congress), Massachusetts",634444,100,null,303102,47.8,null,331342,52.2,null,41053,6.5,null,46569,7.3,null,47412,7.5,null,44888,7.1,null,36839,5.8,null,83383,13.1,null,106069,16.7,null,87855,13.8,null,30603,4.8,null,22985,3.6,null,41875,6.6,null,33562,5.3,null,11351,1.8,null,36.6,(X),472248,74.4,null,220144,34.7,null,252104,39.7,null,446137,70.3,null,100113,15.8,null,86788,13.7,null,34188,5.4,null,52600,8.3,null,622471,98.1,null,543150,85.6,null,37241,5.9,null,1475,0.2,null,8332,1.3,null,1580,0.2,null,1686,0.3,null,499,0.1,null,362,0.1,null,827,0.1,null,1917,0.3,null,1461,0.2,null,340,0.1,null,76,0,null,42,0,null,98,0,null,124,0,null,31933,5,null,11973,1.9,null,552336,87.1,null,41637,6.6,null,3908,0.6,null,10039,1.6,null,1198,0.2,null,38037,6,null,634444,100,null,58657,9.2,null,1479,0.2,null,47719,7.5,null,586,0.1,null,8873,1.4,null,575787,90.8,null,523185,82.5,null,634444,100,null,615144,97,null,242706,38.3,null,121072,19.1,null,194234,30.6,null,148259,23.4,null,26457,4.2,null,9679,1.5,null,30675,4.8,null,15188,2.4,null,19300,3,null,8970,1.4,null,10330,1.6,null,242706,100,null,163556,67.4,null,79414,32.7,null,121072,49.9,null,54411,22.4,null,32978,13.6,null,20430,8.4,null,79150,32.6,null,65061,26.8,null,26530,10.9,null,85705,35.3,null,61118,25.2,null,2.53,(X),3.09,(X),255284,100,null,242706,95.1,null,12578,4.9,null,2434,1,null,0.8,null,(X),4.7,null,(X),242706,100,null,159769,65.8,null,82937,34.2,null,2.7,(X),2.22,(X)
5001000US2503,Massachusetts,"Congressional District 3 (110th Congress), Massachusetts",634585,100,null,307991,48.5,null,326594,51.5,null,43506,6.9,null,47501,7.5,null,45975,7.2,null,41595,6.6,null,35626,5.6,null,89055,14,null,111075,17.5,null,86163,13.6,null,29702,4.7,null,22283,3.5,null,40298,6.4,null,30737,4.8,null,11069,1.7,null,36.2,(X),472770,74.5,null,224894,35.4,null,247876,39.1,null,448003,70.6,null,95228,15,null,82104,12.9,null,32418,5.1,null,49686,7.8,null,622025,98,null,564319,88.9,null,18068,2.8,null,1466,0.2,null,20388,3.2,null,5201,0.8,null,4283,0.7,null,533,0.1,null,521,0.1,null,1021,0.2,null,5560,0.9,null,3269,0.5,null,204,0,null,42,0,null,39,0,null,32,0,null,91,0,null,17580,2.8,null,12560,2,null,574733,90.6,null,21508,3.4,null,3748,0.6,null,22767,3.6,null,861,0.1,null,24195,3.8,null,634585,100,null,38156,6,null,1977,0.3,null,21765,3.4,null,711,0.1,null,13703,2.2,null,596429,94,null,546964,86.2,null,634585,100,null,615782,97,null,240487,37.9,null,127102,20,null,194342,30.6,null,150902,23.8,null,25185,4,null,7805,1.2,null,28666,4.5,null,12569,2,null,18803,3,null,8380,1.3,null,10423,1.6,null,240487,100,null,163066,67.8,null,81258,33.8,null,127102,52.9,null,61150,25.4,null,27300,11.4,null,16242,6.8,null,77421,32.2,null,63250,26.3,null,24471,10.2,null,86478,36,null,57029,23.7,null,2.56,(X),3.13,(X),250039,100,null,240487,96.2,null,9552,3.8,null,1057,0.4,null,0.6,null,(X),4.3,null,(X),240487,100,null,151215,62.9,null,89272,37.1,null,2.79,(X),2.18,(X)
5001000US2504,Massachusetts,"Congressional District 4 (110th Congress), Massachusetts",634624,100,null,302188,47.6,null,332436,52.4,null,39748,6.3,null,43717,6.9,null,43826,6.9,null,42433,6.7,null,37955,6,null,87330,13.8,null,105086,16.6,null,90962,14.3,null,32552,5.1,null,23834,3.8,null,42195,6.6,null,32520,5.1,null,12466,2,null,37.1,(X),482542,76,null,224423,35.4,null,258119,40.7,null,456809,72,null,101004,15.9,null,87181,13.7,null,34397,5.4,null,52784,8.3,null,620723,97.8,null,567663,89.4,null,14025,2.2,null,1419,0.2,null,20231,3.2,null,3174,0.5,null,9837,1.6,null,714,0.1,null,1954,0.3,null,2117,0.3,null,693,0.1,null,1742,0.3,null,183,0,null,48,0,null,62,0,null,20,0,null,53,0,null,17202,2.7,null,13901,2.2,null,578254,91.1,null,18887,3,null,3744,0.6,null,22621,3.6,null,877,0.1,null,25047,3.9,null,634624,100,null,20799,3.3,null,1653,0.3,null,10714,1.7,null,657,0.1,null,7775,1.2,null,613825,96.7,null,557574,87.9,null,634624,100,null,611151,96.3,null,241809,38.1,null,126809,20,null,186665,29.4,null,141771,22.3,null,23339,3.7,null,7456,1.2,null,32529,5.1,null,12306,1.9,null,23473,3.7,null,9421,1.5,null,14052,2.2,null,241809,100,null,161920,67,null,78861,32.6,null,126809,52.4,null,59672,24.7,null,27036,11.2,null,15465,6.4,null,79889,33,null,64106,26.5,null,25818,10.7,null,84108,34.8,null,61023,25.2,null,2.53,(X),3.08,(X),256748,100,null,241809,94.2,null,14939,5.8,null,5681,2.2,null,0.7,null,(X),4.4,null,(X),241809,100,null,157367,65.1,null,84442,34.9,null,2.75,(X),2.11,(X)
5001000US2505,Massachusetts,"Congressional District 5 (110th Congress), Massachusetts",635326,100,null,311537,49,null,323789,51,null,46682,7.3,null,50999,8,null,49424,7.8,null,41217,6.5,null,33248,5.2,null,87445,13.8,null,114444,18,null,88427,13.9,null,30669,4.8,null,22511,3.5,null,36268,5.7,null,25020,3.9,null,8972,1.4,null,35.7,(X),461740,72.7,null,222472,35,null,239268,37.7,null,440334,69.3,null,83013,13.1,null,70260,11.1,null,27868,4.4,null,42392,6.7,null,620676,97.7,null,530638,83.5,null,14420,2.3,null,1457,0.2,null,33459,5.3,null,6888,1.1,null,6089,1,null,572,0.1,null,582,0.1,null,1815,0.3,null,3249,0.5,null,14264,2.2,null,230,0,null,36,0,null,47,0,null,52,0,null,95,0,null,40472,6.4,null,14650,2.3,null,542424,85.4,null,18633,2.9,null,3396,0.5,null,36945,5.8,null,812,0.1,null,48592,7.6,null,635326,100,null,74014,11.6,null,1805,0.3,null,31746,5,null,1074,0.2,null,39389,6.2,null,561312,88.4,null,506263,79.7,null,635326,100,null,619314,97.5,null,227369,35.8,null,125236,19.7,null,208310,32.8,null,160617,25.3,null,30761,4.8,null,9950,1.6,null,27638,4.4,null,12542,2,null,16012,2.5,null,10975,1.7,null,5037,0.8,null,227369,100,null,162716,71.6,null,84911,37.3,null,125236,55.1,null,63642,28,null,28419,12.5,null,17103,7.5,null,64653,28.4,null,52620,23.1,null,19400,8.5,null,90811,39.9,null,49266,21.7,null,2.72,(X),3.24,(X),234513,100,null,227369,97,null,7144,3,null,990,0.4,null,0.5,null,(X),3.1,null,(X),227369,100,null,152708,67.2,null,74661,32.8,null,2.89,(X),2.39,(X)
5001000US2506,Massachusetts,"Congressional District 6 (110th Congress), Massachusetts",636554,100,null,306117,48.1,null,330437,51.9,null,41159,6.5,null,44545,7,null,44191,6.9,null,38154,6,null,29696,4.7,null,80341,12.6,null,112592,17.7,null,95331,15,null,33512,5.3,null,25541,4,null,46553,7.3,null,32822,5.2,null,12117,1.9,null,38.6,(X),482442,75.8,null,227066,35.7,null,255376,40.1,null,462208,72.6,null,106274,16.7,null,91492,14.4,null,36732,5.8,null,54760,8.6,null,626853,98.5,null,581959,91.4,null,13877,2.2,null,967,0.2,null,15983,2.5,null,3605,0.6,null,3410,0.5,null,553,0.1,null,679,0.1,null,1210,0.2,null,1876,0.3,null,4650,0.7,null,198,0,null,44,0,null,72,0,null,42,0,null,40,0,null,13869,2.2,null,9701,1.5,null,589515,92.6,null,17104,2.7,null,2606,0.4,null,18316,2.9,null,543,0.1,null,18702,2.9,null,636554,100,null,28122,4.4,null,1891,0.3,null,6166,1,null,575,0.1,null,19490,3.1,null,608432,95.6,null,571428,89.8,null,636554,100,null,621477,97.6,null,243310,38.2,null,132097,20.8,null,192789,30.3,null,143641,22.6,null,27039,4.2,null,8069,1.3,null,26242,4.1,null,11107,1.7,null,15077,2.4,null,7891,1.2,null,7186,1.1,null,243310,100,null,165663,68.1,null,77884,32,null,132097,54.3,null,61082,25.1,null,25570,10.5,null,13616,5.6,null,77647,31.9,null,64139,26.4,null,25945,10.7,null,83043,34.1,null,63817,26.2,null,2.55,(X),3.12,(X),253272,100,null,243310,96.1,null,9962,3.9,null,4167,1.6,null,0.5,null,(X),2.9,null,(X),243310,100,null,167664,68.9,null,75646,31.1,null,2.76,(X),2.09,(X)
5001000US2507,Massachusetts,"Congressional District 7 (110th Congress), Massachusetts",634287,100,null,301809,47.6,null,332478,52.4,null,37206,5.9,null,36829,5.8,null,36128,5.7,null,34330,5.4,null,37637,5.9,null,104059,16.4,null,106777,16.8,null,86059,13.6,null,31291,4.9,null,25460,4,null,48583,7.7,null,35887,5.7,null,14041,2.2,null,37.8,(X),504137,79.5,null,235266,37.1,null,268871,42.4,null,482414,76.1,null,113514,17.9,null,98511,15.5,null,38523,6.1,null,59988,9.5,null,619454,97.7,null,545860,86.1,null,22352,3.5,null,968,0.2,null,36010,5.7,null,8468,1.3,null,14846,2.3,null,1106,0.2,null,1576,0.2,null,2576,0.4,null,3737,0.6,null,3701,0.6,null,265,0,null,60,0,null,77,0,null,36,0,null,92,0,null,13999,2.2,null,14833,2.3,null,557406,87.9,null,26467,4.2,null,2700,0.4,null,39650,6.3,null,765,0.1,null,22930,3.6,null,634287,100,null,30722,4.8,null,2766,0.4,null,7891,1.2,null,856,0.1,null,19209,3,null,603565,95.2,null,529923,83.5,null,634287,100,null,616067,97.1,null,255231,40.2,null,123099,19.4,null,171007,27,null,121693,19.2,null,29824,4.7,null,6841,1.1,null,36906,5.8,null,11514,1.8,null,18220,2.9,null,7140,1.1,null,11080,1.7,null,255231,100,null,158134,62,null,68281,26.8,null,123099,48.2,null,53744,21.1,null,26307,10.3,null,11934,4.7,null,97097,38,null,76273,29.9,null,28966,11.3,null,72851,28.5,null,69218,27.1,null,2.41,(X),3.05,(X),262033,100,null,255231,97.4,null,6802,2.6,null,1090,0.4,null,0.4,null,(X),2,null,(X),255231,100,null,145756,57.1,null,109475,42.9,null,2.66,(X),2.08,(X)
5001000US2508,Massachusetts,"Congressional District 8 (110th Congress), Massachusetts",634835,100,null,308648,48.6,null,326187,51.4,null,32678,5.1,null,33692,5.3,null,32573,5.1,null,49018,7.7,null,87823,13.8,null,144122,22.7,null,90006,14.2,null,64726,10.2,null,23062,3.6,null,18165,2.9,null,30483,4.8,null,20762,3.3,null,7725,1.2,null,30,(X),517660,81.5,null,248767,39.2,null,268893,42.4,null,468835,73.9,null,69345,10.9,null,58970,9.3,null,22973,3.6,null,35997,5.7,null,603708,95.1,null,347878,54.8,null,147376,23.2,null,2466,0.4,null,52054,8.2,null,7845,1.2,null,23851,3.8,null,1402,0.2,null,3241,0.5,null,4534,0.7,null,6796,1.1,null,4385,0.7,null,447,0.1,null,104,0,null,80,0,null,95,0,null,168,0,null,53487,8.4,null,31127,4.9,null,366113,57.7,null,162172,25.5,null,5780,0.9,null,56551,8.9,null,1749,0.3,null,75303,11.9,null,634835,100,null,100878,15.9,null,5778,0.9,null,29991,4.7,null,2309,0.4,null,62800,9.9,null,533957,84.1,null,310166,48.9,null,634835,100,null,586521,92.4,null,254393,40.1,null,68423,10.8,null,140826,22.2,null,100457,15.8,null,42474,6.7,null,13376,2.1,null,80405,12.7,null,16505,2.6,null,48314,7.6,null,6656,1,null,41658,6.6,null,254393,100,null,117587,46.2,null,55272,21.7,null,68423,26.9,null,28934,11.4,null,38943,15.3,null,22860,9,null,136806,53.8,null,93833,36.9,null,21799,8.6,null,62544,24.6,null,44496,17.5,null,2.31,(X),3.14,(X),266754,100,null,254393,95.4,null,12361,4.6,null,1793,0.7,null,1,null,(X),2.5,null,(X),254393,100,null,71992,28.3,null,182401,71.7,null,2.46,(X),2.24,(X)
5001000US2509,Massachusetts,"Congressional District 9 (110th Congress), Massachusetts",634062,100,null,304714,48.1,null,329348,51.9,null,40700,6.4,null,42973,6.8,null,43099,6.8,null,38492,6.1,null,35439,5.6,null,94142,14.8,null,106862,16.9,null,87032,13.7,null,31407,5,null,24337,3.8,null,44093,7,null,32366,5.1,null,13120,2.1,null,37,(X),483343,76.2,null,227320,35.9,null,256023,40.4,null,461871,72.8,null,103630,16.3,null,89579,14.1,null,35002,5.5,null,54577,8.6,null,616416,97.2,null,514543,81.2,null,54022,8.5,null,1334,0.2,null,23623,3.7,null,3499,0.6,null,7692,1.2,null,1508,0.2,null,687,0.1,null,1160,0.2,null,7018,1.1,null,2059,0.3,null,193,0,null,38,0,null,28,0,null,30,0,null,97,0,null,22701,3.6,null,17646,2.8,null,524255,82.7,null,63722,10,null,3512,0.6,null,26032,4.1,null,788,0.1,null,34366,5.4,null,634062,100,null,29334,4.6,null,1699,0.3,null,11792,1.9,null,1120,0.2,null,14723,2.3,null,604728,95.4,null,502629,79.3,null,634062,100,null,614305,96.9,null,238795,37.7,null,117321,18.5,null,194150,30.6,null,138481,21.8,null,33385,5.3,null,9860,1.6,null,30654,4.8,null,11135,1.8,null,19757,3.1,null,12763,2,null,6994,1.1,null,238795,100,null,156734,65.6,null,73801,30.9,null,117321,49.1,null,55227,23.1,null,30445,12.7,null,15530,6.5,null,82061,34.4,null,65868,27.6,null,25660,10.7,null,79722,33.4,null,62355,26.1,null,2.57,(X),3.2,(X),246476,100,null,238795,96.9,null,7681,3.1,null,956,0.4,null,0.6,null,(X),3.2,null,(X),238795,100,null,153820,64.4,null,84975,35.6,null,2.81,(X),2.14,(X)
5001000US2601,Michigan,"Congressional District 1 (110th Congress), Michigan",662563,100,null,333881,50.4,null,328682,49.6,null,35792,5.4,null,41240,6.2,null,46294,7,null,48365,7.3,null,37225,5.6,null,71845,10.8,null,101200,15.3,null,94440,14.3,null,38551,5.8,null,35069,5.3,null,60018,9.1,null,39093,5.9,null,13431,2,null,40.2,(X),509557,76.9,null,255065,38.5,null,254492,38.4,null,482222,72.8,null,133202,20.1,null,112542,17,null,49631,7.5,null,62911,9.5,null,652419,98.5,null,624969,94.3,null,6972,1.1,null,16149,2.4,null,2622,0.4,null,472,0.1,null,493,0.1,null,408,0.1,null,236,0,null,455,0.1,null,94,0,null,464,0.1,null,171,0,null,60,0,null,33,0,null,26,0,null,52,0,null,1536,0.2,null,10144,1.5,null,634512,95.8,null,8238,1.2,null,23562,3.6,null,3650,0.6,null,409,0.1,null,2750,0.4,null,662563,100,null,6201,0.9,null,3774,0.6,null,516,0.1,null,191,0,null,1720,0.3,null,656362,99.1,null,621217,93.8,null,662563,100,null,636764,96.1,null,266138,40.2,null,148030,22.3,null,178552,26.9,null,142401,21.5,null,15909,2.4,null,6408,1,null,28135,4.2,null,13676,2.1,null,25799,3.9,null,16932,2.6,null,8867,1.3,null,266138,100,null,180347,67.8,null,75826,28.5,null,148030,55.6,null,55675,20.9,null,22491,8.5,null,14255,5.4,null,85791,32.2,null,72963,27.4,null,32929,12.4,null,80916,30.4,null,77612,29.2,null,2.39,(X),2.9,(X),390670,100,null,266138,68.1,null,124532,31.9,null,101437,26,null,2.6,null,(X),9.2,null,(X),266138,100,null,213081,80.1,null,53057,19.9,null,2.47,(X),2.1,(X)
5001000US2610,Michigan,"Congressional District 10 (110th Congress), Michigan",662562,100,null,329659,49.8,null,332903,50.2,null,45067,6.8,null,49924,7.5,null,51463,7.8,null,46315,7,null,35635,5.4,null,89251,13.5,null,114941,17.3,null,95554,14.4,null,35155,5.3,null,25659,3.9,null,39885,6,null,25508,3.8,null,8205,1.2,null,36.2,(X),486183,73.4,null,239054,36.1,null,247129,37.3,null,462556,69.8,null,88119,13.3,null,73598,11.1,null,30944,4.7,null,42654,6.4,null,653227,98.6,null,628740,94.9,null,9778,1.5,null,2342,0.4,null,8061,1.2,null,2778,0.4,null,1052,0.2,null,1574,0.2,null,289,0,null,1068,0.2,null,516,0.1,null,784,0.1,null,119,0,null,29,0,null,29,0,null,15,0,null,46,0,null,4187,0.6,null,9335,1.4,null,637526,96.2,null,11707,1.8,null,5619,0.8,null,9656,1.5,null,305,0,null,7550,1.1,null,662562,100,null,13884,2.1,null,9634,1.5,null,996,0.2,null,263,0,null,2991,0.5,null,648678,97.9,null,620265,93.6,null,662562,100,null,654049,98.7,null,244586,36.9,null,150138,22.7,null,215007,32.5,null,165651,25,null,21340,3.2,null,7469,1.1,null,22978,3.5,null,11538,1.7,null,8513,1.3,null,5425,0.8,null,3088,0.5,null,244586,100,null,180282,73.7,null,87249,35.7,null,150138,61.4,null,70186,28.7,null,21179,8.7,null,12353,5.1,null,64304,26.3,null,53828,22,null,19906,8.1,null,92595,37.9,null,51647,21.1,null,2.67,(X),3.14,(X),266867,100,null,244586,91.7,null,22281,8.3,null,11130,4.2,null,1.8,null,(X),5.7,null,(X),244586,100,null,200727,82.1,null,43859,17.9,null,2.78,(X),2.17,(X)
