GEO_ID,STATENAME,NAME,DP1_C0,DP1_C1,DP1_C1A,DP1_C2,DP1_C3,DP1_C3A,DP1_C4,DP1_C5,DP1_C5A,DP1_C6,DP1_C7,DP1_C7A,DP1_C8,DP1_C9,DP1_C9A,DP1_C10,DP1_C11,DP1_C11A,DP1_C12,DP1_C13,DP1_C13A,DP1_C14,DP1_C15,DP1_C15A,DP1_C16,DP1_C17,DP1_C17A,DP1_C18,DP1_C19,DP1_C19A,DP1_C20,DP1_C21,DP1_C21A,DP1_C22,DP1_C23,DP1_C23A,DP1_C24,DP1_C25,DP1_C25A,DP1_C26,DP1_C27,DP1_C27A,DP1_C28,DP1_C29,DP1_C29A,DP1_C30,DP1_C31,DP1_C31A,DP1_C32,DP1_E1,DP1_C33,DP1_C34,DP1_C34A,DP1_C35,DP1_C36,DP1_C36A,DP1_C37,DP1_C38,DP1_C38A,DP1_C39,DP1_C40,DP1_C40A,DP1_C41,DP1_C42,DP1_C42A,DP1_C43,DP1_C44,DP1_C44A,DP1_C45,DP1_C46,DP1_C46A,DP1_C47,DP1_C48,DP1_C48A,DP1_C49,DP1_C50,DP1_C50A,DP1_C51,DP1_C52,DP1_C52A,DP1_C53,DP1_C54,DP1_C54A,DP1_C55,DP1_C56,DP1_C56A,DP1_C57,DP1_C58,DP1_C58A,DP1_C59,DP1_C60,DP1_C60A,DP1_C61,DP1_C62,DP1_C62A,DP1_C63,DP1_C64,DP1_C64A,DP1_C65,DP1_C66,DP1_C66A,DP1_C67,DP1_C68,DP1_C68A,DP1_C69,DP1_C70,DP1_C70A,DP1_C71,DP1_C72,DP1_C72A,DP1_C73,DP1_C74,DP1_C74A,DP1_C75,DP1_C76,DP1_C76A,DP1_C77,DP1_C78,DP1_C78A,DP1_C79,DP1_C80,DP1_C80A,DP1_C81,DP1_C82,DP1_C82A,DP1_C83,DP1_C84,DP1_C84A,DP1_C85,DP1_C86,DP1_C86A,DP1_C87,DP1_C88,DP1_C88A,DP1_C89,DP1_C90,DP1_C90A,DP1_C91,DP1_C92,DP1_C92A,DP1_C93,DP1_C94,DP1_C94A,DP1_C95,DP1_C96,DP1_C96A,DP1_C97,DP1_C98,DP1_C98A,DP1_C99,DP1_C100,DP1_C100A,DP1_C101,DP1_C102,DP1_C102A,DP1_C103,DP1_C104,DP1_C104A,DP1_C105,DP1_C106,DP1_C106A,DP1_C107,DP1_C108,DP1_C108A,DP1_C109,DP1_C110,DP1_C110A,DP1_C111,DP1_C112,DP1_C112A,DP1_C113,DP1_C114,DP1_C114A,DP1_C115,DP1_C116,DP1_C116A,DP1_C117,DP1_C118,DP1_C118A,DP1_C119,DP1_C120,DP1_C120A,DP1_C121,DP1_C122,DP1_C122A,DP1_C123,DP1_C124,DP1_C124A,DP1_C125,DP1_C126,DP1_C126A,DP1_C127,DP1_C128,DP1_C128A,DP1_C129,DP1_C130,DP1_C130A,DP1_C131,DP1_C132,DP1_C132A,DP1_C133,DP1_C134,DP1_C134A,DP1_C135,DP1_C136,DP1_C136A,DP1_C137,DP1_C138,DP1_C138A,DP1_C139,DP1_C140,DP1_C140A,DP1_C141,DP1_C142,DP1_C142A,DP1_C143,DP1_C144,DP1_C144A,DP1_C145,DP1_C146,DP1_C146A,DP1_C147,DP1_C148,DP1_C148A,DP1_C149,DP1_C150,DP1_C150A,DP1_C151,DP1_C152,DP1_C152A,DP1_C153,DP1_C154,DP1_C154A,DP1_C155,DP1_C156,DP1_C156A,DP1_C157,DP1_C158,DP1_C158A,DP1_C159,DP1_C160,DP1_C160A,DP1_C161,DP1_C162,DP1_C162A,DP1_C163,DP1_C164,DP1_C164A,DP1_C165,DP1_E2,DP1_C166,DP1_E3,DP1_C167,DP1_C168,DP1_C168A,DP1_C169,DP1_C170,DP1_C170A,DP1_C171,DP1_C172,DP1_C172A,DP1_C173,DP1_C174,DP1_C174A,DP1_C175,DP1_C175A,DP1_E4,DP1_C176,DP1_C176A,DP1_E5,DP1_C177,DP1_C178,DP1_C178A,DP1_C179,DP1_C180,DP1_C180A,DP1_C181,DP1_C182,DP1_C182A,DP1_C183,DP1_E6,DP1_C184,DP1_E7
5001000US0620,California,"Congressional District 20 (110th Congress), California",639088,100,null,343858,53.8,null,295230,46.2,null,60884,9.5,null,66273,10.4,null,60649,9.5,null,58082,9.1,null,53998,8.4,null,100815,15.8,null,94035,14.7,null,61191,9.6,null,19660,3.1,null,15891,2.5,null,25553,4,null,16351,2.6,null,5706,0.9,null,26.9,(X),416124,65.1,null,228903,35.8,null,187221,29.3,null,381839,59.7,null,56627,8.9,null,47610,7.4,null,20568,3.2,null,27042,4.2,null,609463,95.4,null,255774,40,null,48540,7.6,null,11343,1.8,null,36906,5.8,null,2668,0.4,null,1225,0.2,null,9854,1.5,null,1399,0.2,null,297,0,null,760,0.1,null,20703,3.2,null,751,0.1,null,220,0,null,204,0,null,131,0,null,196,0,null,256149,40.1,null,29625,4.6,null,279175,43.7,null,52081,8.1,null,16708,2.6,null,42261,6.6,null,1753,0.3,null,278005,43.5,null,639088,100,null,403516,63.1,null,347363,54.4,null,2212,0.3,null,352,0.1,null,53589,8.4,null,235572,36.9,null,136715,21.4,null,639088,100,null,591000,92.5,null,163634,25.6,null,86600,13.6,null,239542,37.5,null,189101,29.6,null,64784,10.1,null,27364,4.3,null,36440,5.7,null,12494,2,null,48088,7.5,null,41983,6.6,null,6105,1,null,163634,100,null,129908,79.4,null,81256,49.7,null,86600,52.9,null,54033,33,null,30624,18.7,null,20124,12.3,null,33726,20.6,null,26331,16.1,null,11332,6.9,null,91975,56.2,null,34461,21.1,null,3.61,(X),4.01,(X),176246,100,null,163634,92.8,null,12612,7.2,null,512,0.3,null,2.2,null,(X),6.2,null,(X),163634,100,null,81852,50,null,81782,50,null,3.53,(X),3.69,(X)
5001000US0621,California,"Congressional District 21 (110th Congress), California",639088,100,null,317250,49.6,null,321838,50.4,null,54191,8.5,null,59397,9.3,null,58429,9.1,null,56753,8.9,null,46268,7.2,null,85255,13.3,null,91974,14.4,null,74892,11.7,null,25714,4,null,20544,3.2,null,34375,5.4,null,23268,3.6,null,8028,1.3,null,30.2,(X),432263,67.6,null,211556,33.1,null,220707,34.5,null,400270,62.6,null,77522,12.1,null,65671,10.3,null,27799,4.3,null,37872,5.9,null,609556,95.4,null,387914,60.7,null,14552,2.3,null,10161,1.6,null,32209,5,null,3365,0.5,null,2445,0.4,null,6372,1,null,3371,0.5,null,829,0.1,null,1046,0.2,null,14781,2.3,null,794,0.1,null,227,0,null,146,0,null,150,0,null,271,0,null,163926,25.6,null,29532,4.6,null,412756,64.6,null,17343,2.7,null,16603,2.6,null,37939,5.9,null,1849,0.3,null,183356,28.7,null,639088,100,null,277114,43.4,null,240294,37.6,null,1471,0.2,null,281,0,null,35068,5.5,null,361974,56.6,null,296433,46.4,null,639088,100,null,628681,98.4,null,200404,31.4,null,114713,17.9,null,229637,35.9,null,181022,28.3,null,50657,7.9,null,20412,3.2,null,33270,5.2,null,12193,1.9,null,10407,1.6,null,5774,0.9,null,4633,0.7,null,200404,100,null,154170,76.9,null,85556,42.7,null,114713,57.2,null,61123,30.5,null,27630,13.8,null,17616,8.8,null,46234,23.1,null,37042,18.5,null,15646,7.8,null,94677,47.2,null,45672,22.8,null,3.14,(X),3.56,(X),217443,100,null,200404,92.2,null,17039,7.8,null,5883,2.7,null,1.7,null,(X),5.5,null,(X),200404,100,null,123574,61.7,null,76830,38.3,null,3.09,(X),3.22,(X)
5001000US0622,California,"Congressional District 22 (110th Congress), California",639088,100,null,325957,51,null,313131,49,null,45445,7.1,null,52028,8.1,null,53512,8.4,null,52809,8.3,null,39833,6.2,null,82892,13,null,106154,16.6,null,84762,13.3,null,28904,4.5,null,22704,3.6,null,38042,6,null,24576,3.8,null,7427,1.2,null,34.2,(X),456118,71.4,null,231694,36.3,null,224424,35.1,null,426855,66.8,null,83157,13,null,70045,11,null,30343,4.7,null,39702,6.2,null,613552,96,null,480981,75.3,null,37086,5.8,null,8169,1.3,null,19093,3,null,4020,0.6,null,2394,0.4,null,6081,1,null,1480,0.2,null,1879,0.3,null,1114,0.2,null,2125,0.3,null,1107,0.2,null,299,0,null,328,0.1,null,254,0,null,226,0,null,67116,10.5,null,25536,4,null,503262,78.7,null,41254,6.5,null,16147,2.5,null,24598,3.8,null,2184,0.3,null,78899,12.3,null,639088,100,null,134439,21,null,106044,16.6,null,2281,0.4,null,612,0.1,null,25502,4,null,504649,79,null,426779,66.8,null,639088,100,null,604852,94.6,null,221297,34.6,null,121146,19,null,200099,31.3,null,163289,25.6,null,31933,5,null,13843,2.2,null,30377,4.8,null,12600,2,null,34236,5.4,null,27987,4.4,null,6249,1,null,221297,100,null,159390,72,null,83367,37.7,null,121146,54.7,null,58482,26.4,null,27498,12.4,null,18302,8.3,null,61907,28,null,50206,22.7,null,18770,8.5,null,91124,41.2,null,49928,22.6,null,2.73,(X),3.22,(X),244916,100,null,221297,90.4,null,23619,9.6,null,7447,3,null,2.3,null,(X),7.8,null,(X),221297,100,null,144301,65.2,null,76996,34.8,null,2.78,(X),2.65,(X)
5001000US0623,California,"Congressional District 23 (110th Congress), California",639088,100,null,320596,50.2,null,318492,49.8,null,43765,6.8,null,47755,7.5,null,43923,6.9,null,51790,8.1,null,66183,10.4,null,93459,14.6,null,92477,14.5,null,77175,12.1,null,25926,4.1,null,21099,3.3,null,38257,6,null,27612,4.3,null,9667,1.5,null,31.9,(X),477788,74.8,null,237797,37.2,null,239991,37.6,null,435895,68.2,null,87853,13.7,null,75536,11.8,null,31934,5,null,43602,6.8,null,611360,95.7,null,417300,65.3,null,13863,2.2,null,7536,1.2,null,32059,5,null,1840,0.3,null,4142,0.6,null,15732,2.5,null,3790,0.6,null,2231,0.3,null,2187,0.3,null,2137,0.3,null,1462,0.2,null,379,0.1,null,270,0,null,522,0.1,null,291,0,null,139140,21.8,null,27728,4.3,null,440887,69,null,17132,2.7,null,13710,2.1,null,39297,6.1,null,2979,0.5,null,154631,24.2,null,639088,100,null,266514,41.7,null,233021,36.5,null,1672,0.3,null,545,0.1,null,31276,4.9,null,372574,58.3,null,311414,48.7,null,639088,100,null,620691,97.1,null,213124,33.3,null,104651,16.4,null,180528,28.2,null,136317,21.3,null,56679,8.9,null,19560,3.1,null,65709,10.3,null,12196,1.9,null,18397,2.9,null,3580,0.6,null,14817,2.3,null,213124,100,null,137593,64.6,null,68577,32.2,null,104651,49.1,null,50635,23.8,null,23015,10.8,null,13026,6.1,null,75531,35.4,null,51854,24.3,null,19280,9,null,76795,36,null,53248,25,null,2.91,(X),3.48,(X),227219,100,null,213124,93.8,null,14095,6.2,null,7573,3.3,null,0.9,null,(X),2.8,null,(X),213124,100,null,114640,53.8,null,98484,46.2,null,2.9,(X),2.92,(X)
5001000US0624,California,"Congressional District 24 (110th Congress), California",639088,100,null,317396,49.7,null,321692,50.3,null,44377,6.9,null,51873,8.1,null,51455,8.1,null,45500,7.1,null,33295,5.2,null,80951,12.7,null,111964,17.5,null,92010,14.4,null,31881,5,null,23787,3.7,null,37141,5.8,null,25880,4,null,8974,1.4,null,36.1,(X),462320,72.3,null,226671,35.5,null,235649,36.9,null,438596,68.6,null,85601,13.4,null,71995,11.3,null,30494,4.8,null,41501,6.5,null,615531,96.3,null,505491,79.1,null,11206,1.8,null,5527,0.9,null,28993,4.5,null,3797,0.6,null,6023,0.9,null,6727,1.1,null,4032,0.6,null,3011,0.5,null,2383,0.4,null,3020,0.5,null,1053,0.2,null,316,0,null,275,0,null,158,0,null,304,0,null,63261,9.9,null,23557,3.7,null,526382,82.4,null,14175,2.2,null,10984,1.7,null,36231,5.7,null,2504,0.4,null,73891,11.6,null,639088,100,null,142689,22.3,null,113274,17.7,null,1982,0.3,null,990,0.2,null,26443,4.1,null,496399,77.7,null,438661,68.6,null,639088,100,null,625314,97.8,null,218748,34.2,null,133135,20.8,null,204840,32.1,null,160422,25.1,null,35288,5.5,null,12235,1.9,null,33303,5.2,null,10410,1.6,null,13774,2.2,null,7772,1.2,null,6002,0.9,null,218748,100,null,164140,75,null,84447,38.6,null,133135,60.9,null,66872,30.6,null,21769,10,null,12453,5.7,null,54608,25,null,42524,19.4,null,17242,7.9,null,91254,41.7,null,50371,23,null,2.86,(X),3.27,(X),225932,100,null,218748,96.8,null,7184,3.2,null,1572,0.7,null,0.9,null,(X),2.8,null,(X),218748,100,null,155312,71,null,63436,29,null,2.87,(X),2.84,(X)
5001000US0625,California,"Congressional District 25 (110th Congress), California",639087,100,null,322149,50.4,null,316938,49.6,null,51893,8.1,null,61622,9.6,null,60279,9.4,null,50130,7.8,null,37232,5.8,null,85762,13.4,null,115911,18.1,null,80531,12.6,null,25406,4,null,19002,3,null,29453,4.6,null,17133,2.7,null,4733,0.7,null,32.2,(X),433437,67.8,null,216833,33.9,null,216604,33.9,null,406915,63.7,null,62068,9.7,null,51319,8,null,22258,3.5,null,29061,4.5,null,608828,95.3,null,438735,68.7,null,52124,8.2,null,8290,1.3,null,24657,3.9,null,2477,0.4,null,2485,0.4,null,10846,1.7,null,2428,0.4,null,2696,0.4,null,1139,0.2,null,2586,0.4,null,1328,0.2,null,338,0.1,null,366,0.1,null,355,0.1,null,269,0,null,83694,13.1,null,30259,4.7,null,464394,72.7,null,58308,9.1,null,15016,2.3,null,31761,5,null,2859,0.4,null,99184,15.5,null,639087,100,null,173509,27.1,null,120633,18.9,null,3994,0.6,null,2304,0.4,null,46578,7.3,null,465578,72.9,null,365781,57.2,null,639087,100,null,623428,97.5,null,206878,32.4,null,120282,18.8,null,224181,35.1,null,184350,28.8,null,39417,6.2,null,15723,2.5,null,32670,5.1,null,12007,1.9,null,15659,2.5,null,11188,1.8,null,4471,0.7,null,206878,100,null,157002,75.9,null,91730,44.3,null,120282,58.1,null,68215,33,null,25820,12.5,null,16988,8.2,null,49876,24.1,null,38692,18.7,null,12447,6,null,99808,48.2,null,37833,18.3,null,3.01,(X),3.45,(X),231086,100,null,206878,89.5,null,24208,10.5,null,7719,3.3,null,2.6,null,(X),9.5,null,(X),206878,100,null,144889,70,null,61989,30,null,3.04,(X),2.94,(X)
5001000US0626,California,"Congressional District 26 (110th Congress), California",639088,100,null,310829,48.6,null,328259,51.4,null,40536,6.3,null,49209,7.7,null,52211,8.2,null,50442,7.9,null,39324,6.2,null,80252,12.6,null,106521,16.7,null,95720,15,null,31732,5,null,23394,3.7,null,36519,5.7,null,24704,3.9,null,8524,1.3,null,35.8,(X),465984,72.9,null,222125,34.8,null,243859,38.2,null,437794,68.5,null,83140,13,null,69747,10.9,null,28618,4.5,null,41129,6.4,null,610798,95.6,null,410086,64.2,null,29501,4.6,null,3970,0.6,null,98035,15.3,null,5772,0.9,null,48198,7.5,null,13469,2.1,null,5879,0.9,null,11535,1.8,null,4636,0.7,null,8546,1.3,null,989,0.2,null,249,0,null,129,0,null,225,0,null,386,0.1,null,68217,10.7,null,28290,4.4,null,433540,67.8,null,33403,5.2,null,8634,1.4,null,106978,16.7,null,2754,0.4,null,83695,13.1,null,639088,100,null,156196,24.4,null,116891,18.3,null,2749,0.4,null,2693,0.4,null,33863,5.3,null,482892,75.6,null,336622,52.7,null,639088,100,null,623831,97.6,null,215713,33.8,null,126167,19.7,null,208822,32.7,null,154987,24.3,null,44523,7,null,14135,2.2,null,28606,4.5,null,9528,1.5,null,15257,2.4,null,5638,0.9,null,9619,1.5,null,215713,100,null,162325,75.3,null,83225,38.6,null,126167,58.5,null,64129,29.7,null,26196,12.1,null,14214,6.6,null,53388,24.7,null,42574,19.7,null,15556,7.2,null,90969,42.2,null,48943,22.7,null,2.89,(X),3.34,(X),223524,100,null,215713,96.5,null,7811,3.5,null,1711,0.8,null,1.1,null,(X),3,null,(X),215713,100,null,148174,68.7,null,67539,31.3,null,3,(X),2.66,(X)
5001000US0627,California,"Congressional District 27 (110th Congress), California",639088,100,null,316605,49.5,null,322483,50.5,null,45890,7.2,null,48325,7.6,null,43830,6.9,null,42433,6.6,null,45112,7.1,null,105761,16.5,null,106677,16.7,null,82750,12.9,null,28236,4.4,null,21945,3.4,null,35370,5.5,null,24273,3.8,null,8486,1.3,null,33.9,(X),475926,74.5,null,232603,36.4,null,243323,38.1,null,449733,70.4,null,80635,12.6,null,68129,10.7,null,28365,4.4,null,39764,6.2,null,604393,94.6,null,387910,60.7,null,30070,4.7,null,4432,0.7,null,68059,10.6,null,8163,1.3,null,7219,1.1,null,21563,3.4,null,4722,0.7,null,12587,2,null,7059,1.1,null,6746,1.1,null,983,0.2,null,258,0,null,153,0,null,195,0,null,377,0.1,null,112939,17.7,null,34695,5.4,null,417486,65.3,null,34745,5.4,null,8891,1.4,null,76251,11.9,null,2328,0.4,null,135866,21.3,null,639088,100,null,232962,36.5,null,146411,22.9,null,2802,0.4,null,2879,0.5,null,80870,12.7,null,406126,63.5,null,286634,44.9,null,639088,100,null,627345,98.2,null,221666,34.7,null,109156,17.1,null,193110,30.2,null,143486,22.5,null,58758,9.2,null,15096,2.4,null,44655,7,null,13721,2.1,null,11743,1.8,null,5568,0.9,null,6175,1,null,221666,100,null,149658,67.5,null,77110,34.8,null,109156,49.2,null,56610,25.5,null,27481,12.4,null,14855,6.7,null,72008,32.5,null,54353,24.5,null,14981,6.8,null,84723,38.2,null,47662,21.5,null,2.83,(X),3.41,(X),228414,100,null,221666,97,null,6748,3,null,545,0.2,null,1.1,null,(X),2.7,null,(X),221666,100,null,119849,54.1,null,101817,45.9,null,2.94,(X),2.7,(X)
5001000US0628,California,"Congressional District 28 (110th Congress), California",639087,100,null,321164,50.3,null,317923,49.7,null,53768,8.4,null,55885,8.7,null,47168,7.4,null,43403,6.8,null,49475,7.7,null,118362,18.5,null,102278,16,null,72521,11.3,null,22837,3.6,null,18197,2.8,null,28845,4.5,null,19985,3.1,null,6363,1,null,30.8,(X),456380,71.4,null,227844,35.7,null,228536,35.8,null,429748,67.2,null,65559,10.3,null,55193,8.6,null,23348,3.7,null,31845,5,null,604711,94.6,null,340756,53.3,null,28045,4.4,null,5349,0.8,null,38661,6,null,2751,0.4,null,2949,0.5,null,17370,2.7,null,3213,0.5,null,4375,0.7,null,2248,0.4,null,5755,0.9,null,840,0.1,null,201,0,null,111,0,null,123,0,null,405,0.1,null,191060,29.9,null,34376,5.4,null,370675,58,null,31791,5,null,8793,1.4,null,43720,6.8,null,1829,0.3,null,217958,34.1,null,639087,100,null,355623,55.6,null,242644,38,null,2442,0.4,null,2365,0.4,null,108172,16.9,null,283464,44.4,null,200711,31.4,null,639087,100,null,635055,99.4,null,207748,32.5,null,95842,15,null,204703,32,null,155766,24.4,null,74365,11.6,null,21931,3.4,null,52397,8.2,null,14643,2.3,null,4032,0.6,null,1529,0.2,null,2503,0.4,null,207748,100,null,136086,65.5,null,77510,37.3,null,95842,46.1,null,55670,26.8,null,27093,13,null,15764,7.6,null,71662,34.5,null,53758,25.9,null,13264,6.4,null,86077,41.4,null,40782,19.6,null,3.06,(X),3.75,(X),215489,100,null,207748,96.4,null,7741,3.6,null,702,0.3,null,1.4,null,(X),2.9,null,(X),207748,100,null,91122,43.9,null,116626,56.1,null,3.25,(X),2.9,(X)
5001000US0629,California,"Congressional District 29 (110th Congress), California",639088,100,null,306218,47.9,null,332870,52.1,null,39215,6.1,null,42661,6.7,null,41376,6.5,null,38988,6.1,null,39661,6.2,null,103804,16.2,null,107727,16.9,null,86616,13.6,null,30239,4.7,null,24508,3.8,null,42143,6.6,null,29926,4.7,null,12224,1.9,null,36.2,(X),491995,77,null,230852,36.1,null,261143,40.9,null,469427,73.5,null,98491,15.4,null,84293,13.2,null,33721,5.3,null,50572,7.9,null,597561,93.5,null,327036,51.2,null,39193,6.1,null,3414,0.5,null,152613,23.9,null,3964,0.6,null,77004,12,null,20473,3.2,null,9279,1.5,null,18500,2.9,null,11963,1.9,null,11430,1.8,null,613,0.1,null,209,0,null,111,0,null,82,0,null,211,0,null,74692,11.7,null,41527,6.5,null,363371,56.9,null,43524,6.8,null,7088,1.1,null,162009,25.4,null,1929,0.3,null,104520,16.4,null,639088,100,null,167007,26.1,null,113500,17.8,null,2117,0.3,null,3897,0.6,null,47493,7.4,null,472081,73.9,null,249815,39.1,null,639088,100,null,627778,98.2,null,233307,36.5,null,113060,17.7,null,185524,29,null,130638,20.4,null,61042,9.6,null,13632,2.1,null,34845,5.5,null,10199,1.6,null,11310,1.8,null,5803,0.9,null,5507,0.9,null,233307,100,null,155607,66.7,null,73992,31.7,null,113060,48.5,null,55358,23.7,null,30718,13.2,null,14525,6.2,null,77700,33.3,null,62633,26.8,null,19863,8.5,null,81502,34.9,null,59593,25.5,null,2.69,(X),3.31,(X),240952,100,null,233307,96.8,null,7645,3.2,null,935,0.4,null,1.2,null,(X),2.1,null,(X),233307,100,null,102821,44.1,null,130486,55.9,null,2.8,(X),2.6,(X)
5001000US0603,California,"Congressional District 3 (110th Congress), California",639088,100,null,317412,49.7,null,321676,50.3,null,42515,6.7,null,48060,7.5,null,48557,7.6,null,43921,6.9,null,34620,5.4,null,84225,13.2,null,110228,17.2,null,91593,14.3,null,31271,4.9,null,25732,4,null,42419,6.6,null,27820,4.4,null,8127,1.3,null,36.7,(X),471682,73.8,null,231231,36.2,null,240451,37.6,null,448689,70.2,null,93381,14.6,null,78366,12.3,null,34001,5.3,null,44365,6.9,null,609011,95.3,null,505906,79.2,null,28479,4.5,null,6424,1,null,38130,6,null,5740,0.9,null,7298,1.1,null,10110,1.6,null,3817,0.6,null,2845,0.4,null,4478,0.7,null,3842,0.6,null,1848,0.3,null,437,0.1,null,438,0.1,null,222,0,null,751,0.1,null,28224,4.4,null,30077,4.7,null,531812,83.2,null,34053,5.3,null,14611,2.3,null,47997,7.5,null,4114,0.6,null,39149,6.1,null,639088,100,null,68326,10.7,null,49801,7.8,null,2317,0.4,null,545,0.1,null,15663,2.5,null,570762,89.3,null,475267,74.4,null,639088,100,null,620423,97.1,null,237600,37.2,null,130053,20.3,null,189357,29.6,null,151271,23.7,null,30095,4.7,null,11173,1.7,null,33318,5.2,null,13910,2.2,null,18665,2.9,null,12278,1.9,null,6387,1,null,237600,100,null,167443,70.5,null,81619,34.4,null,130053,54.7,null,59194,24.9,null,26698,11.2,null,16199,6.8,null,70157,29.5,null,55213,23.2,null,18669,7.9,null,88784,37.4,null,54207,22.8,null,2.61,(X),3.09,(X),254967,100,null,237600,93.2,null,17367,6.8,null,8608,3.4,null,1.3,null,(X),4.3,null,(X),237600,100,null,162876,68.6,null,74724,31.4,null,2.69,(X),2.45,(X)
5001000US0630,California,"Congressional District 30 (110th Congress), California",639088,100,null,311887,48.8,null,327201,51.2,null,28967,4.5,null,31141,4.9,null,30690,4.8,null,33227,5.2,null,42147,6.6,null,111779,17.5,null,110541,17.3,null,95348,14.9,null,34205,5.4,null,27190,4.3,null,45645,7.1,null,34403,5.4,null,13805,2.2,null,38.6,(X),530698,83,null,256119,40.1,null,274579,43,null,506692,79.3,null,109460,17.1,null,93853,14.7,null,40439,6.3,null,53414,8.4,null,613869,96.1,null,517822,81,null,17385,2.7,null,1748,0.3,null,56852,8.9,null,6854,1.1,null,15494,2.4,null,7653,1.2,null,8005,1.3,null,11735,1.8,null,2793,0.4,null,4318,0.7,null,565,0.1,null,204,0,null,88,0,null,83,0,null,190,0,null,19497,3.1,null,25219,3.9,null,540357,84.6,null,20897,3.3,null,5047,0.8,null,66385,10.4,null,1637,0.3,null,31525,4.9,null,639088,100,null,52876,8.3,null,29508,4.6,null,1739,0.3,null,1707,0.3,null,19922,3.1,null,586212,91.7,null,488565,76.4,null,639088,100,null,616939,96.5,null,291562,45.6,null,114374,17.9,null,133843,20.9,null,101786,15.9,null,23858,3.7,null,4423,0.7,null,53302,8.3,null,15288,2.4,null,22149,3.5,null,4297,0.7,null,17852,2.8,null,291562,100,null,143425,49.2,null,59738,20.5,null,114374,39.2,null,46803,16.1,null,20383,7,null,9736,3.3,null,148137,50.8,null,113826,39,null,26800,9.2,null,63088,21.6,null,66854,22.9,null,2.12,(X),2.9,(X),306415,100,null,291562,95.2,null,14853,4.8,null,3371,1.1,null,1.2,null,(X),3.5,null,(X),291562,100,null,139097,47.7,null,152465,52.3,null,2.48,(X),1.78,(X)
5001000US0631,California,"Congressional District 31 (110th Congress), California",639088,100,null,324508,50.8,null,314580,49.2,null,57913,9.1,null,58928,9.2,null,47937,7.5,null,47453,7.4,null,57099,8.9,null,122372,19.1,null,95921,15,null,66671,10.4,null,21173,3.3,null,16787,2.6,null,25974,4.1,null,15298,2.4,null,5562,0.9,null,29,(X),447388,70,null,226195,35.4,null,221193,34.6,null,416102,65.1,null,56417,8.8,null,46834,7.3,null,19305,3,null,27529,4.3,null,602256,94.2,null,218569,34.2,null,29783,4.7,null,7332,1.1,null,89220,14,null,1735,0.3,null,19758,3.1,null,32111,5,null,3596,0.6,null,19760,3.1,null,4428,0.7,null,7832,1.2,null,717,0.1,null,199,0,null,143,0,null,121,0,null,254,0,null,256635,40.2,null,36832,5.8,null,248696,38.9,null,33437,5.2,null,11255,1.8,null,95145,14.9,null,1877,0.3,null,286929,44.9,null,639088,100,null,448414,70.2,null,262034,41,null,2213,0.3,null,2782,0.4,null,181385,28.4,null,190674,29.8,null,62645,9.8,null,639088,100,null,630310,98.6,null,191693,30,null,83735,13.1,null,216166,33.8,null,162028,25.4,null,86001,13.5,null,24796,3.9,null,52715,8.2,null,14446,2.3,null,8778,1.4,null,3526,0.6,null,5252,0.8,null,191693,100,null,133995,69.9,null,79982,41.7,null,83735,43.7,null,52535,27.4,null,33890,17.7,null,20317,10.6,null,57698,30.1,null,42836,22.3,null,11531,6,null,90272,47.1,null,35192,18.4,null,3.29,(X),3.88,(X),202367,100,null,191693,94.7,null,10674,5.3,null,458,0.2,null,2.8,null,(X),3.5,null,(X),191693,100,null,44110,23,null,147583,77,null,3.5,(X),3.22,(X)
5001000US0632,California,"Congressional District 32 (110th Congress), California",639087,100,null,315553,49.4,null,323534,50.6,null,54908,8.6,null,59259,9.3,null,53394,8.4,null,51029,8,null,51052,8,null,103322,16.2,null,93757,14.7,null,70566,11,null,24115,3.8,null,19740,3.1,null,32801,5.1,null,19378,3,null,5766,0.9,null,29.8,(X),441231,69,null,214152,33.5,null,227079,35.5,null,410138,64.2,null,69417,10.9,null,57945,9.1,null,23975,3.8,null,33970,5.3,null,610048,95.5,null,263202,41.2,null,17977,2.8,null,7388,1.2,null,119211,18.7,null,2191,0.3,null,57864,9.1,null,21149,3.3,null,6662,1,null,2452,0.4,null,18603,2.9,null,10290,1.6,null,849,0.1,null,249,0,null,112,0,null,241,0,null,247,0,null,201421,31.5,null,29039,4.5,null,286678,44.9,null,20707,3.2,null,11335,1.8,null,125673,19.7,null,2070,0.3,null,223020,34.9,null,639087,100,null,398024,62.3,null,327289,51.2,null,2382,0.4,null,2113,0.3,null,66240,10.4,null,241063,37.7,null,94705,14.8,null,639087,100,null,632110,98.9,null,170640,26.7,null,96296,15.1,null,229159,35.9,null,161059,25.2,null,95837,15,null,31040,4.9,null,40178,6.3,null,9710,1.5,null,6977,1.1,null,2523,0.4,null,4454,0.7,null,170640,100,null,138867,81.4,null,77478,45.4,null,96296,56.4,null,56439,33.1,null,29449,17.3,null,15438,9,null,31773,18.6,null,24236,14.2,null,10270,6,null,89936,52.7,null,42096,24.7,null,3.7,(X),4.03,(X),175474,100,null,170640,97.2,null,4834,2.8,null,277,0.2,null,1.1,null,(X),2.2,null,(X),170640,100,null,95331,55.9,null,75309,44.1,null,3.64,(X),3.78,(X)
