GEO_ID,STATENAME,NAME,S2405_C01_001E,S2405_C01_001M,S2405_C01_001MA,S2405_C01_001EA,S2405_C02_001E,S2405_C02_001EA,S2405_C02_001M,S2405_C02_001MA,S2405_C03_001E,S2405_C03_001EA,S2405_C03_001M,S2405_C03_001MA,S2405_C04_001E,S2405_C04_001EA,S2405_C04_001M,S2405_C04_001MA,S2405_C05_001E,S2405_C05_001M,S2405_C05_001MA,S2405_C05_001EA,S2405_C06_001E,S2405_C06_001M,S2405_C06_001MA,S2405_C06_001EA,S2405_C05_003E,S2405_C01_002M,S2405_C01_002MA,S2405_C01_002EA,S2405_C02_002E,S2405_C02_002M,S2405_C02_002MA,S2405_C02_002EA,S2405_C03_002E,S2405_C03_002EA,S2405_C03_002M,S2405_C03_002MA,S2405_C04_002E,S2405_C04_002M,S2405_C04_002MA,S2405_C04_002EA,S2405_C05_002E,S2405_C05_002EA,S2405_C05_002M,S2405_C05_002MA,S2405_C06_002E,S2405_C06_002EA,S2405_C06_002M,S2405_C06_002MA,S2405_C01_003E,S2405_C01_003M,S2405_C01_003MA,S2405_C01_003EA,S2405_C02_003E,S2405_C02_003M,S2405_C02_003MA,S2405_C02_003EA,S2405_C03_003E,S2405_C03_003EA,S2405_C03_003M,S2405_C03_003MA,S2405_C04_003E,S2405_C04_003M,S2405_C04_003MA,S2405_C04_003EA,S2405_C05_003E,S2405_C05_003EA,S2405_C05_003M,S2405_C05_003MA,S2405_C06_003E,S2405_C06_003M,S2405_C06_003MA,S2405_C06_003EA,S2405_C01_004E,S2405_C01_004M,S2405_C01_004MA,S2405_C01_004EA,S2405_C02_004E,S2405_C02_004EA,S2405_C02_004M,S2405_C02_004MA,S2405_C03_004E,S2405_C03_004EA,S2405_C03_004M,S2405_C03_004MA,S2405_C04_004E,S2405_C04_004EA,S2405_C04_004M,S2405_C04_004MA,S2405_C05_004E,S2405_C05_004EA,S2405_C05_004M,S2405_C05_004MA,S2405_C06_004E,S2405_C06_004M,S2405_C06_004MA,S2405_C06_004EA,S2405_C01_005E,S2405_C01_005EA,S2405_C01_005M,S2405_C01_005MA,S2405_C02_005E,S2405_C02_005EA,S2405_C02_005M,S2405_C02_005MA,S2405_C03_005E,S2405_C03_005M,S2405_C03_005MA,S2405_C03_005EA,S2405_C04_005E,S2405_C04_005M,S2405_C04_005MA,S2405_C04_005EA,S2405_C05_005E,S2405_C05_005EA,S2405_C05_005M,S2405_C05_005MA,S2405_C06_005E,S2405_C06_005EA,S2405_C06_005M,S2405_C06_005MA,S2405_C01_006E,S2405_C01_006EA,S2405_C01_006M,S2405_C01_006MA,S2405_C02_006E,S2405_C02_006M,S2405_C02_006MA,S2405_C02_006EA,S2405_C03_006E,S2405_C03_006EA,S2405_C03_006M,S2405_C03_006MA,S2405_C04_006E,S2405_C04_006EA,S2405_C04_006M,S2405_C04_006MA,S2405_C05_006E,S2405_C05_006M,S2405_C05_006MA,S2405_C05_006EA,S2405_C06_006E,S2405_C06_006M,S2405_C06_006MA,S2405_C06_006EA,S2405_C01_007E,S2405_C01_007M,S2405_C01_007MA,S2405_C01_007EA,S2405_C02_007E,S2405_C02_007M,S2405_C02_007MA,S2405_C02_007EA,S2405_C03_007E,S2405_C03_007EA,S2405_C03_007M,S2405_C03_007MA,S2405_C04_007E,S2405_C04_007M,S2405_C04_007MA,S2405_C04_007EA,S2405_C05_007E,S2405_C05_007EA,S2405_C05_007M,S2405_C05_007MA,S2405_C06_007E,S2405_C06_007EA,S2405_C06_007M,S2405_C06_007MA,S2405_C01_008E,S2405_C01_008M,S2405_C01_008MA,S2405_C01_008EA,S2405_C02_008E,S2405_C02_008M,S2405_C02_008MA,S2405_C02_008EA,S2405_C03_008E,S2405_C03_008M,S2405_C03_008MA,S2405_C03_008EA,S2405_C04_008E,S2405_C04_008EA,S2405_C04_008M,S2405_C04_008MA,S2405_C05_008E,S2405_C05_008EA,S2405_C05_008M,S2405_C05_008MA,S2405_C06_008E,S2405_C06_008EA,S2405_C06_008M,S2405_C06_008MA,S2405_C01_009E,S2405_C01_009M,S2405_C01_009MA,S2405_C01_009EA,S2405_C02_009E,S2405_C02_009EA,S2405_C02_009M,S2405_C02_009MA,S2405_C03_009E,S2405_C03_009M,S2405_C03_009MA,S2405_C03_009EA,S2405_C04_009E,S2405_C04_009M,S2405_C04_009MA,S2405_C04_009EA,S2405_C05_009E,S2405_C05_009M,S2405_C05_009MA,S2405_C05_009EA,S2405_C06_009E,S2405_C06_009M,S2405_C06_009MA,S2405_C06_009EA,S2405_C01_010E,S2405_C01_010M,S2405_C01_010MA,S2405_C01_010EA,S2405_C02_010E,S2405_C02_010M,S2405_C02_010MA,S2405_C02_010EA,S2405_C03_010E,S2405_C03_010EA,S2405_C03_010M,S2405_C03_010MA,S2405_C04_010E,S2405_C04_010M,S2405_C04_010MA,S2405_C04_010EA,S2405_C05_010E,S2405_C05_010M,S2405_C05_010MA,S2405_C05_010EA,S2405_C06_010E,S2405_C06_010EA,S2405_C06_010M,S2405_C06_010MA,S2405_C01_011E,S2405_C01_011EA,S2405_C01_011M,S2405_C01_011MA,S2405_C02_011E,S2405_C02_011M,S2405_C02_011MA,S2405_C02_011EA,S2405_C03_011E,S2405_C03_011M,S2405_C03_011MA,S2405_C03_011EA,S2405_C04_011E,S2405_C04_011M,S2405_C04_011MA,S2405_C04_011EA,S2405_C05_011E,S2405_C05_011EA,S2405_C05_011M,S2405_C05_011MA,S2405_C06_011E,S2405_C06_011EA,S2405_C06_011M,S2405_C06_011MA,S2405_C01_012E,S2405_C01_012M,S2405_C01_012MA,S2405_C01_012EA,S2405_C02_012E,S2405_C02_012M,S2405_C02_012MA,S2405_C02_012EA,S2405_C03_012E,S2405_C03_012EA,S2405_C03_012M,S2405_C03_012MA,S2405_C04_012E,S2405_C04_012M,S2405_C04_012MA,S2405_C04_012EA,S2405_C05_012E,S2405_C05_012M,S2405_C05_012MA,S2405_C05_012EA,S2405_C06_012E,S2405_C06_012M,S2405_C06_012MA,S2405_C06_012EA,S2405_C01_013E,S2405_C01_013M,S2405_C01_013MA,S2405_C01_013EA,S2405_C02_013E,S2405_C02_013EA,S2405_C02_013M,S2405_C02_013MA,S2405_C03_013E,S2405_C03_013EA,S2405_C03_013M,S2405_C03_013MA,S2405_C04_013E,S2405_C04_013EA,S2405_C04_013M,S2405_C04_013MA,S2405_C05_013E,S2405_C05_013EA,S2405_C05_013M,S2405_C05_013MA,S2405_C06_013E,S2405_C06_013M,S2405_C06_013MA,S2405_C06_013EA,S2405_C01_014E,S2405_C01_014EA,S2405_C01_014M,S2405_C01_014MA,S2405_C02_014E,S2405_C02_014M,S2405_C02_014MA,S2405_C02_014EA,S2405_C03_014E,S2405_C03_014M,S2405_C03_014MA,S2405_C03_014EA,S2405_C04_014E,S2405_C04_014EA,S2405_C04_014M,S2405_C04_014MA,S2405_C05_014E,S2405_C05_014EA,S2405_C05_014M,S2405_C05_014MA,S2405_C06_014E,S2405_C06_014EA,S2405_C06_014M,S2405_C06_014MA,S2405_C01_015E,S2405_C01_015M,S2405_C01_015MA,S2405_C01_015EA,S2405_C02_015E,S2405_C02_015M,S2405_C02_015MA,S2405_C02_015EA,S2405_C03_015E,S2405_C03_015EA,S2405_C03_015M,S2405_C03_015MA,S2405_C04_015E,S2405_C04_015EA,S2405_C04_015M,S2405_C04_015MA,S2405_C05_015E,S2405_C05_015M,S2405_C05_015MA,S2405_C05_015EA,S2405_C06_015E,S2405_C06_015EA,S2405_C06_015M,S2405_C06_015MA
5001100US0101,Alabama,"Congressional District 1 (111th Congress), Alabama",277703,6628,null,null,29.7,null,1.6,null,19,null,1.3,null,25.7,null,1.5,null,10.4,1,null,null,15.3,1.4,null,null,4264,1370,null,null,18.1,12.3,null,null,8.9,null,7.8,null,9.5,6.7,null,null,45.7,null,16.3,null,17.8,null,9.5,null,20544,2525,null,null,13.7,3.9,null,null,0.5,null,0.7,null,9.1,3.6,null,null,65.4,null,5.1,null,11.3,4.4,null,null,33325,3253,null,null,23.7,null,4.6,null,2.3,null,1.2,null,8.6,null,2.4,null,10.6,null,2.9,null,54.9,4.9,null,null,7603,null,1583,null,12.5,null,4.9,null,1.9,2.7,null,null,53.8,10.5,null,null,13.2,null,6.6,null,18.6,null,9.7,null,34963,null,3089,null,9.4,3.1,null,null,3.3,null,1.8,null,72.4,null,4.7,null,5.1,2,null,null,9.8,3.2,null,null,15035,2224,null,null,14.3,5.2,null,null,0.9,null,1.1,null,20.4,5.2,null,null,11.8,null,3.8,null,52.6,null,6.7,null,3825,1096,null,null,50.1,17.3,null,null,7.7,8.7,null,null,28.5,null,11.4,null,11.6,null,9.4,null,2,null,2.5,null,15918,2369,null,null,36.4,null,6,null,7.8,3.8,null,null,50.1,6.4,null,null,4,3.1,null,null,1.7,1.6,null,null,29570,2910,null,null,37.4,5.1,null,null,20.8,null,4.7,null,26.1,5,null,null,2.4,1.5,null,null,13.3,null,5.1,null,59102,null,3646,null,62.1,3.5,null,null,20.4,3.2,null,null,13.7,2.2,null,null,1.1,null,0.7,null,2.7,null,1.1,null,26787,3351,null,null,11.3,3.3,null,null,72.6,null,5.4,null,12.8,4.1,null,null,1.5,1.2,null,null,1.9,1.4,null,null,13387,2013,null,null,15.4,null,5.3,null,38.8,null,7.1,null,21.7,null,7.1,null,15,null,5.3,null,9.1,4.8,null,null,13380,null,2334,null,29.2,6.3,null,null,41.6,8,null,null,20.1,null,5.3,null,3.6,null,2.2,null,5.4,null,3.8,null,5.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0102,Alabama,"Congressional District 2 (111th Congress), Alabama",282675,6738,null,null,28.4,null,1.3,null,18,null,1.2,null,26.7,null,1.4,null,12.2,0.8,null,null,14.7,1.1,null,null,8061,1699,null,null,23,5.6,null,null,1.9,null,2.5,null,2.1,1.8,null,null,61,null,7.7,null,12,null,6,null,17644,2225,null,null,13,3.9,null,null,2.2,null,2.8,null,5.7,2.8,null,null,76,null,5.2,null,3.1,1.6,null,null,35715,2962,null,null,13,null,2.7,null,2.6,null,1,null,12,null,2.5,null,12.1,null,2.6,null,60.3,3.7,null,null,9090,null,1544,null,9.3,null,4.1,null,1.2,1.5,null,null,50.3,7.4,null,null,8.6,null,5,null,30.6,null,7.3,null,37407,null,3441,null,6.8,2.3,null,null,3.3,null,1.4,null,74.6,null,3.9,null,4.4,1.6,null,null,10.9,2.5,null,null,16646,1883,null,null,13.9,3.8,null,null,4,null,2.1,null,22.9,4.9,null,null,20.3,null,5.5,null,38.9,null,5.7,null,2858,674,null,null,34.3,11,null,null,2.3,3.3,null,null,38,null,11.6,null,21.9,null,10.2,null,3.6,null,4.2,null,13604,1617,null,null,37.6,null,7.1,null,3,1.8,null,null,56.3,7.2,null,null,3.1,1.7,null,null,0,1.3,null,null,20506,2045,null,null,37.2,3.9,null,null,27.2,null,4.9,null,26.5,4.4,null,null,2.3,1.1,null,null,6.8,null,2.5,null,58089,null,3920,null,60.9,3.4,null,null,22.4,2.9,null,null,13.9,2.2,null,null,0.5,null,0.3,null,2.3,null,0.8,null,24509,2040,null,null,12.6,3.1,null,null,71.6,null,4.2,null,13.5,3.4,null,null,1.2,0.7,null,null,1.1,0.8,null,null,13552,1685,null,null,26.8,null,4.4,null,30.6,null,5.6,null,18.8,null,4.8,null,16.7,null,3.7,null,7.2,2.7,null,null,24994,null,2232,null,40.1,4.4,null,null,26.8,4.9,null,null,22.6,null,3.7,null,6.6,null,2.3,null,3.8,null,1.8,null,7.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0103,Alabama,"Congressional District 3 (111th Congress), Alabama",267557,6021,null,null,31.4,null,1.5,null,17.7,null,1.4,null,23.6,null,1.5,null,9.8,1,null,null,17.5,1.5,null,null,4367,1234,null,null,43,13.1,null,null,4.6,null,4.5,null,3.5,3.5,null,null,32.6,null,12.6,null,16.3,null,9.5,null,16055,1957,null,null,18.9,5.6,null,null,0.2,null,0.4,null,6.7,3.2,null,null,69.6,null,6.9,null,4.5,2.1,null,null,41748,3479,null,null,13.1,null,2.3,null,3.1,null,1.4,null,10.4,null,2.6,null,9.3,null,2.8,null,64,4.1,null,null,5095,null,1028,null,15.3,null,7,null,3.1,4.9,null,null,53.4,11.3,null,null,10.3,null,6.5,null,17.9,null,8.1,null,32173,null,3343,null,8.9,2.4,null,null,5.9,null,2.1,null,66.7,null,4.2,null,2.3,1.4,null,null,16.3,3.9,null,null,10142,1630,null,null,8.5,4.1,null,null,4.5,null,3.5,null,20.7,6.6,null,null,13.4,null,4.9,null,52.9,null,7.9,null,3616,1063,null,null,65.3,12,null,null,2,2.6,null,null,21.8,null,11.3,null,10.9,null,7.4,null,0,null,4.7,null,15697,2200,null,null,39.6,null,7.8,null,5.5,4.3,null,null,49.7,6.8,null,null,3.7,3.1,null,null,1.4,1.6,null,null,18129,2248,null,null,40.4,6.1,null,null,21.5,null,5.3,null,22.4,4.3,null,null,5.9,3.3,null,null,9.7,null,3.7,null,62997,null,3545,null,63.6,3,null,null,19.7,2.4,null,null,12.2,2,null,null,1.6,null,0.8,null,2.9,null,1,null,24060,2962,null,null,11.3,3.3,null,null,70.4,null,5.7,null,16.3,5.3,null,null,0.1,0.1,null,null,1.9,1.6,null,null,14045,1974,null,null,23.1,null,6.9,null,33,null,8.6,null,11.8,null,4.9,null,18.5,null,6.3,null,13.6,5.8,null,null,19433,null,2324,null,37.6,6.6,null,null,23.2,4.9,null,null,27.5,null,6,null,7.2,null,3,null,4.6,null,2.5,null,7.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0104,Alabama,"Congressional District 4 (111th Congress), Alabama",251913,8027,null,null,25.2,null,1.5,null,15.1,null,1.3,null,24,null,1.3,null,12.9,1,null,null,22.8,1.4,null,null,7931,1648,null,null,28.7,8.3,null,null,2.6,null,2.8,null,3.5,3.2,null,null,51.8,null,9.9,null,13.3,null,7.5,null,20321,2281,null,null,8.7,2.8,null,null,0,null,0.8,null,6,3.1,null,null,77.8,null,4.9,null,7.4,3,null,null,50680,4031,null,null,12.3,null,2.3,null,2.3,null,1,null,10.7,null,2.2,null,7.3,null,1.9,null,67.4,3.3,null,null,7636,null,1611,null,4.8,null,3.1,null,0.7,0.9,null,null,50.1,9.4,null,null,10.6,null,5.6,null,33.7,null,8.9,null,33010,null,3075,null,8.9,2.4,null,null,4.7,null,2.4,null,69.2,null,4.2,null,5.5,2.1,null,null,11.6,2.6,null,null,13595,1799,null,null,7.4,3,null,null,2.1,null,2,null,23,5.6,null,null,7.8,null,3.1,null,59.6,null,6,null,2819,885,null,null,25.3,12.1,null,null,0,5.9,null,null,43.6,null,13.4,null,24.8,null,11.9,null,6.4,null,5.4,null,9999,1722,null,null,28.9,null,8.1,null,3.4,2.6,null,null,61.9,8.1,null,null,2.6,2.2,null,null,3.3,2.7,null,null,15504,1782,null,null,41.9,6.8,null,null,22.4,null,6,null,25.2,5.4,null,null,1.7,1,null,null,8.8,null,5.1,null,48678,null,3408,null,62.2,3.8,null,null,23.2,3.1,null,null,11.5,2.4,null,null,0.9,null,0.5,null,2.2,null,1,null,15851,2268,null,null,9.9,4.6,null,null,74.3,null,6.3,null,12.7,3.9,null,null,1.7,1.6,null,null,1.4,1.7,null,null,13691,2195,null,null,21.5,null,5.8,null,28.3,null,6.7,null,12.5,null,4.1,null,20.6,null,5.8,null,17.1,5.8,null,null,12198,null,2114,null,32,7,null,null,32,8.1,null,null,25.7,null,6.2,null,4.4,null,2.8,null,6,null,4.2,null,6.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0105,Alabama,"Congressional District 5 (111th Congress), Alabama",315922,6970,null,null,37.1,null,1.4,null,15.7,null,1.2,null,23.4,null,1.4,null,9.2,0.9,null,null,14.6,1.1,null,null,4070,1094,null,null,41.5,12.7,null,null,1.5,null,2.6,null,2.3,4.3,null,null,48,null,13.4,null,6.7,null,7,null,23125,2705,null,null,18.1,4.1,null,null,0.6,null,0.7,null,8.4,3.6,null,null,66.7,null,5.3,null,6.3,2.5,null,null,48356,3429,null,null,30.1,null,3.6,null,2.4,null,1.5,null,11.3,null,2.6,null,5.4,null,1.4,null,50.8,4,null,null,7554,null,1793,null,10.2,null,5,null,1.6,2,null,null,55.6,11.8,null,null,3,null,3.7,null,29.5,null,12.3,null,35073,null,3135,null,8.9,2.4,null,null,1.3,null,0.9,null,75,null,3.9,null,4.4,1.6,null,null,10.3,3,null,null,13070,2064,null,null,14.7,5,null,null,4.9,null,3.5,null,15.2,4.9,null,null,12.2,null,4.7,null,52.9,null,6.9,null,6252,1414,null,null,37.9,10.1,null,null,2.7,4.2,null,null,46.6,null,12.2,null,9.6,null,7.6,null,3.1,null,3.1,null,14688,1816,null,null,32,null,6.6,null,3.1,2.1,null,null,63.2,6.2,null,null,0.7,0.7,null,null,1,1.1,null,null,42027,3742,null,null,62.9,4.4,null,null,15.3,null,3.4,null,15.2,3,null,null,0.6,0.4,null,null,5.9,null,2.4,null,62099,null,3509,null,63.3,3.5,null,null,21.7,3,null,null,11.1,2.2,null,null,1.8,null,0.8,null,2.2,null,0.8,null,25870,2894,null,null,16.3,4,null,null,66.3,null,5.8,null,12.3,3.3,null,null,1.4,1.4,null,null,3.7,2.1,null,null,16380,2064,null,null,23.4,null,5.2,null,38.2,null,7.1,null,15,null,5,null,16.2,null,5,null,7.1,3.7,null,null,17358,null,1814,null,58.9,5.6,null,null,17.2,4.2,null,null,16.5,null,3.6,null,2.6,null,2.1,null,4.9,null,2.8,null,8.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0106,Alabama,"Congressional District 6 (111th Congress), Alabama",346844,7098,null,null,40.9,null,1.4,null,13.1,null,1,null,27.4,null,1.2,null,9,0.8,null,null,9.6,1,null,null,4414,1156,null,null,18.1,8,null,null,5.4,null,5.8,null,9.6,5.5,null,null,51.6,null,12.1,null,15.3,null,9.6,null,26335,2715,null,null,25.6,4.8,null,null,0.1,null,0.1,null,5.9,1.9,null,null,64,null,5.1,null,4.4,2.4,null,null,30133,3068,null,null,31.2,null,5,null,1.4,null,1.3,null,16.5,null,3.3,null,5.6,null,2,null,45.3,6,null,null,12425,null,1855,null,16.7,null,5.1,null,1.2,1.7,null,null,58.7,7.2,null,null,3.2,null,2.1,null,20.1,null,5.8,null,42871,null,3373,null,13,2.6,null,null,2.3,null,1.3,null,72.3,null,3.5,null,2.3,1,null,null,10.1,3.1,null,null,16880,2142,null,null,31.1,5.8,null,null,3.4,null,2.4,null,22.5,4.5,null,null,11.4,null,3.6,null,31.5,null,5.5,null,10205,1574,null,null,48.1,8.5,null,null,1.6,2,null,null,41.4,null,8.2,null,6.9,null,4,null,2,null,1.9,null,31400,3292,null,null,52.1,null,4.8,null,2.3,1.2,null,null,43.5,5,null,null,1.8,1.5,null,null,0.3,0.4,null,null,36204,3226,null,null,56.8,4.7,null,null,14.9,null,3.2,null,22.1,3.3,null,null,1.9,1.1,null,null,4.4,null,2,null,75530,null,4553,null,72.6,2.6,null,null,11.4,2,null,null,13.2,2.1,null,null,1.1,null,0.7,null,1.8,null,0.7,null,24935,3257,null,null,20.8,5,null,null,62.1,null,5.7,null,15.1,4,null,null,1.1,1.2,null,null,0.9,1,null,null,18760,2366,null,null,26.2,null,4.5,null,30.3,null,5.7,null,17.4,null,4.8,null,16.8,null,5.9,null,9.3,3.4,null,null,16752,null,2120,null,31.6,6.3,null,null,41.8,7.4,null,null,18.4,null,4.7,null,6,null,4.1,null,2.1,null,2,null,4.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0107,Alabama,"Congressional District 7 (111th Congress), Alabama",236211,7808,null,null,25.9,null,1.6,null,20.4,null,1.5,null,25.1,null,1.8,null,10.7,1.1,null,null,18,1.6,null,null,5130,1147,null,null,14.3,7.9,null,null,2.9,null,3.2,null,11.3,8.2,null,null,53.7,null,11,null,17.8,null,9.7,null,15862,2208,null,null,8.1,3.7,null,null,0,null,1.1,null,2.3,2,null,null,80.1,null,5.5,null,9.5,4.6,null,null,30199,3241,null,null,15.2,null,3.3,null,1.1,null,1.1,null,8.1,null,2.7,null,7.7,null,2.4,null,67.9,4.9,null,null,5752,null,1296,null,17.8,null,8.1,null,1,1.4,null,null,40.1,10.4,null,null,7.5,null,5.1,null,33.4,null,10.8,null,27468,null,2920,null,9.4,2.8,null,null,4.1,null,1.8,null,70.8,null,4.6,null,4.3,2.1,null,null,11.3,3.1,null,null,12821,1919,null,null,9.8,4.7,null,null,1.6,null,1.4,null,18.9,5.8,null,null,6.8,null,3.3,null,63,null,6.3,null,4105,1184,null,null,33.7,12,null,null,2.5,4.1,null,null,35.3,null,12.2,null,17.4,null,11.1,null,11.2,null,11.4,null,12131,1885,null,null,39,null,8.1,null,1.9,1.3,null,null,57.4,8,null,null,1.2,1.6,null,null,0.5,0.7,null,null,18475,2773,null,null,30.5,6.5,null,null,38,null,6.1,null,21.7,5.3,null,null,1.2,1.3,null,null,8.6,null,4.2,null,57070,null,4885,null,50.2,4.1,null,null,29.4,3.7,null,null,15.9,2.8,null,null,1.6,null,0.9,null,2.9,null,1.4,null,23388,2951,null,null,15.8,4.5,null,null,58,null,6.1,null,22,5.6,null,null,0.5,0.6,null,null,3.8,2.6,null,null,11841,1704,null,null,14.2,null,5.1,null,39.3,null,7.6,null,15.6,null,5.7,null,19.9,null,6.8,null,11.1,5.8,null,null,11969,null,2084,null,32.3,6.8,null,null,32.9,7.4,null,null,26.1,null,5.9,null,4.2,null,2.7,null,4.6,null,3.3,null,6.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0200,Alaska,"Congressional District (at Large) (111th Congress), Alaska",337683,5648,null,null,35.1,null,1.3,null,17.9,null,1.2,null,23.1,null,1.1,null,11.8,1,null,null,12.1,0.8,null,null,17519,2359,null,null,31.5,5.5,null,null,3.8,null,2.4,null,5.6,2.5,null,null,46,null,5.7,null,13.1,null,4.4,null,24162,3019,null,null,16.4,3.7,null,null,2,null,1.4,null,10.4,3.3,null,null,66.5,null,5.6,null,4.7,2.6,null,null,15169,2333,null,null,13.4,null,5,null,4,null,2,null,11.1,null,5,null,7.3,null,2.4,null,64.2,5.8,null,null,7105,null,2338,null,10.6,null,5,null,4,2.8,null,null,39.6,14.4,null,null,9.8,null,5.6,null,35.9,null,10.2,null,36856,null,3141,null,7.1,1.9,null,null,5.7,null,1.9,null,68.5,null,3.8,null,4.8,1.7,null,null,13.9,3,null,null,25614,2843,null,null,13.3,3.2,null,null,4.6,null,2,null,21.3,3.7,null,null,9.4,null,2.7,null,51.5,null,4.2,null,6404,1393,null,null,48.3,9.8,null,null,3,3.1,null,null,35.7,null,11.3,null,11,null,6,null,2,null,2.4,null,12977,2220,null,null,36.1,null,8.1,null,6.9,4.1,null,null,49.6,7.4,null,null,5.2,3.4,null,null,2.1,1.7,null,null,24732,2439,null,null,56.3,5.1,null,null,16.2,null,4,null,19.7,3.8,null,null,2.4,1.4,null,null,5.4,null,2.2,null,78618,null,4026,null,63,3.4,null,null,21.7,2.7,null,null,13.6,2.2,null,null,0.8,null,0.4,null,0.9,null,0.4,null,30483,2905,null,null,15.5,3.1,null,null,64.4,null,4.6,null,14,3.3,null,null,1.8,1.2,null,null,4.3,1.8,null,null,13104,2107,null,null,23.2,null,5.4,null,32.5,null,6,null,16.7,null,5.6,null,14,null,5.2,null,13.7,5.3,null,null,44940,null,3588,null,47.1,3.8,null,null,20.4,2.8,null,null,19.4,null,2.9,null,10.6,null,2.6,null,2.5,null,1.4,null,4.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
5001100US0401,Arizona,"Congressional District 1 (111th Congress), Arizona",269607,8061,null,null,30.8,null,1.6,null,24.9,null,1.7,null,23.4,null,1.6,null,11.9,1.1,null,null,9,1.1,null,null,10858,2069,null,null,17.7,6.5,null,null,15.6,null,11.5,null,4.7,4,null,null,53.5,null,9.6,null,8.5,null,5,null,19362,2897,null,null,15,4.1,null,null,0.9,null,1.2,null,8.5,3.3,null,null,70.9,null,5.8,null,4.7,2.8,null,null,12568,2212,null,null,23.8,null,7.5,null,3.4,null,3,null,17.1,null,6.6,null,9.9,null,4.8,null,45.8,8.4,null,null,4274,null,1137,null,20.1,null,11.5,null,0,4.9,null,null,67.2,11.9,null,null,7.7,null,5.9,null,5,null,4.2,null,32881,null,3591,null,9.3,3,null,null,7.9,null,3.1,null,63.8,null,4.7,null,6,3.3,null,null,13,3.9,null,null,13265,2648,null,null,10.9,5.5,null,null,3,null,2.4,null,29.2,7.4,null,null,14.1,null,6.1,null,42.8,null,7.1,null,3339,1207,null,null,64.4,14.6,null,null,4.4,6,null,null,12.8,null,9.9,null,4.2,null,4.4,null,14.3,null,11.6,null,11527,1759,null,null,32.9,null,7,null,7,4.4,null,null,55.6,8.6,null,null,3.1,3.2,null,null,1.4,1.7,null,null,21638,3434,null,null,37.5,6.4,null,null,33.7,null,5.8,null,15.7,4.7,null,null,8.1,4.4,null,null,5,null,3.2,null,69526,null,4908,null,58.6,3.2,null,null,22.9,3.1,null,null,14.1,2.1,null,null,1.5,null,0.7,null,2.9,null,1.3,null,36008,4108,null,null,17.6,3.3,null,null,66.5,null,4.6,null,11.6,2.9,null,null,1.1,1,null,null,3.2,1.3,null,null,11078,1702,null,null,14.2,null,6,null,40.1,null,8.7,null,15.1,null,6.3,null,21.5,null,7.1,null,9.2,5.4,null,null,23283,null,3080,null,31.1,4.6,null,null,40.3,5.3,null,null,21.9,null,4.3,null,4.6,null,2.2,null,2.1,null,1.5,null,7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
