GEO_ID,STATENAME,NAME,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C04_001E,S1901_C04_001M,S1901_C04_001MA,S1901_C04_001EA,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001E,S1901_C02_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_001E,S1901_C01_001EA,S1901_C02_002E,S1901_C02_002M,S1901_C02_002MA,S1901_C02_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_002E,S1901_C01_002EA,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002E,S1901_C04_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_002E,S1901_C03_002EA,S1901_C01_003E,S1901_C01_003EA,S1901_C01_003M,S1901_C01_003MA,S1901_C02_003E,S1901_C02_003EA,S1901_C02_003M,S1901_C02_003MA,S1901_C04_003E,S1901_C04_003M,S1901_C04_003MA,S1901_C04_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_003E,S1901_C03_003EA,S1901_C04_004E,S1901_C04_004M,S1901_C04_004MA,S1901_C04_004EA,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004E,S1901_C03_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_004E,S1901_C02_004EA,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004E,S1901_C01_004EA,S1901_C04_005E,S1901_C04_005EA,S1901_C04_005M,S1901_C04_005MA,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005E,S1901_C03_005EA,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005E,S1901_C02_005EA,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005E,S1901_C01_005EA,S1901_C04_006E,S1901_C04_006EA,S1901_C04_006M,S1901_C04_006MA,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006E,S1901_C03_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_006E,S1901_C02_006EA,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006E,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007E,S1901_C04_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_007E,S1901_C03_007EA,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007E,S1901_C02_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008E,S1901_C03_008EA,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008E,S1901_C02_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C02_009E,S1901_C02_009EA,S1901_C02_009M,S1901_C02_009MA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C04_009E,S1901_C04_009EA,S1901_C04_009M,S1901_C04_009MA,S1901_C01_010M,S1901_C01_010MA,S1901_C02_010E,S1901_C02_010M,S1901_C02_010MA,S1901_C02_010EA,S1901_C01_010E,S1901_C01_010EA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C04_010E,S1901_C04_010M,S1901_C04_010MA,S1901_C04_010EA,S1901_C02_011E,S1901_C02_011EA,S1901_C02_011M,S1901_C02_011MA,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011E,S1901_C01_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_011E,S1901_C04_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_011E,S1901_C03_011EA,S1901_C01_012E,S1901_C01_012EA,S1901_C01_012M,S1901_C01_012MA,S1901_C02_012E,S1901_C02_012M,S1901_C02_012MA,S1901_C02_012EA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012E,S1901_C03_012EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_013E,S1901_C02_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_013E,S1901_C01_013EA,S1901_C03_013E,S1901_C03_013M,S1901_C03_013MA,S1901_C03_013EA,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013E,S1901_C04_013EA,S1901_C01_014E,S1901_C01_014M,S1901_C01_014MA,S1901_C01_014EA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C04_014M,S1901_C04_014MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C04_014E,S1901_C04_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_015E,S1901_C01_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015E,S1901_C04_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_015E,S1901_C03_015EA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
5001100US2702,Minnesota,"Congressional District 2 (111th Congress), Minnesota",158897,4022,null,null,72705,3555,null,null,3742,null,194511,null,3589,null,267216,null,1.6,0.5,null,null,0.5,null,3.4,null,1.7,null,9,null,0.4,null,0.8,null,3.6,null,0.6,null,1.9,null,0.5,null,8.8,1.4,null,null,0.4,null,1,null,15.2,2.1,null,null,0.6,null,2.6,null,0.7,null,4.4,null,0.7,null,7.2,null,13,null,1.8,null,0.6,null,3.4,null,0.8,null,5.6,null,0.7,null,7,null,15.7,null,2.2,null,0.9,null,7.8,null,1,null,9.6,null,0.9,null,11.5,null,19.9,1.2,null,null,2.1,null,20.8,null,1.4,null,18.1,null,1.3,null,19.7,null,16.3,0.9,null,null,8.1,null,1.3,null,1.3,null,20.8,null,1.2,null,18.7,null,18.4,null,1.1,null,22.3,null,1.3,null,26.4,null,1.6,null,7.1,null,1.4,null,0.6,null,9.9,0.9,null,null,7.7,null,11.6,1,null,null,1.6,0.7,null,null,6.3,null,0.8,null,0.6,null,4.9,null,0.5,null,0.7,null,0.9,null,7.4,null,71862,null,1486,null,83076.00,1677,null,null,38727,null,3538,null,2292,null,92520,null,2533,null,97738,null,2029,null,85273,null,107992,2922,null,null,2741,null,47868,null,20.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20,(X),(X),null
5001100US2703,Minnesota,"Congressional District 3 (111th Congress), Minnesota",137738,3765,null,null,83062,3921,null,null,3658,null,172359,null,3865,null,255421,null,2.3,0.6,null,null,0.6,null,3.6,null,1.4,null,7.3,null,0.3,null,0.5,null,3.4,null,0.5,null,1.9,null,0.6,null,7.1,1.1,null,null,0.4,null,1,null,14.2,1.5,null,null,0.6,null,2.2,null,0.9,null,4.7,null,0.7,null,7.4,null,11.8,null,1.6,null,0.9,null,4.8,null,0.9,null,6.7,null,0.7,null,8.4,null,16.4,null,2.1,null,1,null,8.2,null,1,null,10.2,null,1,null,12.3,null,17.9,1,null,null,2.1,null,19.2,null,1.5,null,16.8,null,1.3,null,17.1,null,14.3,1.1,null,null,10.3,null,1.7,null,1.4,null,17,null,1.2,null,15.7,null,17.1,null,1.1,null,20.8,null,1.4,null,24.6,null,1.6,null,8.9,null,1.7,null,0.6,null,9.5,0.9,null,null,7.2,null,11.4,1.1,null,null,2.3,0.7,null,null,11,null,1.1,null,0.8,null,8.3,null,0.9,null,2.5,null,1.3,null,13.6,null,70552,null,1646,null,85596.00,1990,null,null,42988,null,1821,null,2417,null,99369,null,4946,null,112932,null,3491,null,96180,null,129144,5784,null,null,3602,null,58477,null,21.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.9,(X),(X),null
5001100US2704,Minnesota,"Congressional District 4 (111th Congress), Minnesota",102943,3513,null,null,99481,3667,null,null,3592,null,146164,null,3507,null,245645,null,4.8,0.8,null,null,0.9,null,7.5,null,1.5,null,12,null,0.6,null,1.3,null,5,null,0.6,null,3.4,null,0.7,null,8.5,1,null,null,0.7,null,2,null,15.6,1.9,null,null,1,null,4.3,null,1.1,null,8.1,null,1,null,10.8,null,15.1,null,2,null,1.3,null,7.3,null,1.2,null,9.1,null,1.1,null,11.6,null,16.8,null,1.5,null,1.4,null,10,null,1.2,null,11.3,null,0.9,null,13.5,null,18.6,1.1,null,null,1.9,null,17.3,null,1.5,null,19.6,null,1.2,null,19.2,null,13.1,0.9,null,null,9.1,null,1.2,null,1.5,null,18.6,null,1.2,null,15.5,null,12,null,0.8,null,17.6,null,1.2,null,22.4,null,1.6,null,3.4,null,0.8,null,0.6,null,6.2,0.9,null,null,4.4,null,7.8,1.1,null,null,1.1,0.5,null,null,4.8,null,0.7,null,0.5,null,3.3,null,0.5,null,1.1,null,0.9,null,6.6,null,51277,null,1306,null,67447.00,2531,null,null,33555,null,2695,null,2196,null,81649,null,2791,null,82566,null,2096,null,68029,null,97884,3469,null,null,2663,null,44388,null,22.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.4,(X),(X),null
5001100US2705,Minnesota,"Congressional District 5 (111th Congress), Minnesota",83844,3706,null,null,140115,5428,null,null,3828,null,124396,null,4363,null,264511,null,6.5,1.3,null,null,1,null,9.5,null,1.5,null,13.8,null,0.7,null,1.4,null,6.1,null,0.6,null,3.3,null,0.8,null,8.6,1.1,null,null,0.5,null,1.2,null,13.1,1.3,null,null,1,null,4.1,null,1.1,null,8.7,null,0.9,null,10.8,null,10.9,null,1.4,null,1.3,null,6.7,null,1.2,null,8.2,null,1,null,9.6,null,15.4,null,1.4,null,1.7,null,12,null,1.6,null,13.2,null,1,null,14.7,null,18.4,1.2,null,null,1.7,null,17.4,null,2,null,19.5,null,1.8,null,19.5,null,12.1,0.8,null,null,9.4,null,1,null,1.7,null,19,null,1.3,null,14.4,null,11.7,null,0.9,null,16.1,null,1.3,null,21.8,null,1.8,null,7.4,null,1.1,null,0.6,null,5.8,1,null,null,4,null,8.3,1.4,null,null,2.1,0.6,null,null,4.4,null,0.7,null,0.5,null,3.1,null,0.5,null,1.9,null,1,null,6.1,null,49135,null,1690,null,62906.00,3140,null,null,37658,null,1873,null,2611,null,81271,null,2495,null,79606,null,1775,null,65543,null,98495,3432,null,null,2187,null,51036,null,19.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17,(X),(X),null
5001100US2706,Minnesota,"Congressional District 6 (111th Congress), Minnesota",165812,4049,null,null,72537,4096,null,null,3825,null,199735,null,3259,null,272272,null,1.9,0.5,null,null,0.5,null,3.4,null,1.5,null,8.4,null,0.4,null,1.1,null,3.1,null,0.5,null,1.8,null,0.5,null,7.1,1.4,null,null,0.4,null,0.8,null,16.5,2,null,null,0.6,null,3.2,null,0.7,null,4.7,null,0.8,null,7.6,null,13,null,1.8,null,0.7,null,4.4,null,0.7,null,6.5,null,0.7,null,8.2,null,19.2,null,2,null,1,null,10.5,null,1,null,11.6,null,1,null,13.3,null,21,1.1,null,null,2.3,null,20.6,null,1.1,null,20.9,null,1.1,null,21.2,null,16.5,0.9,null,null,7.8,null,1.6,null,1.3,null,21.1,null,1.2,null,19.1,null,17.6,null,0.8,null,21.6,null,1,null,24.8,null,1.2,null,4.9,null,1,null,0.5,null,6.6,0.6,null,null,5.3,null,7.6,0.8,null,null,1.2,0.6,null,null,5,null,0.6,null,0.5,null,4,null,0.6,null,1.2,null,0.7,null,5.6,null,67049,null,1481,null,78416.00,2001,null,null,38432,null,2102,null,1350,null,85892,null,2087,null,90740,null,1657,null,79805,null,98354,2307,null,null,1899,null,46336,null,24.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.5,(X),(X),null
5001100US2707,Minnesota,"Congressional District 7 (111th Congress), Minnesota",139857,2885,null,null,83371,2419,null,null,3167,null,171638,null,2840,null,255009,null,3.1,0.5,null,null,0.5,null,6.3,null,1.6,null,14.2,null,0.3,null,1.3,null,6.8,null,0.6,null,3,null,0.5,null,15.2,1.5,null,null,0.4,null,1.7,null,21.6,1.7,null,null,0.6,null,5.9,null,0.9,null,8.5,null,0.9,null,12.5,null,16.1,null,1.5,null,0.8,null,8.7,null,0.8,null,10.3,null,0.7,null,12.3,null,14.8,null,1.4,null,1,null,15.8,null,1,null,16.7,null,0.8,null,15.9,null,20.6,0.8,null,null,1.2,null,11.2,null,1.1,null,26.8,null,0.9,null,24.4,null,12.9,0.7,null,null,4.1,null,0.8,null,1.1,null,19.4,null,0.9,null,16.7,null,9,null,0.7,null,12,null,0.9,null,14.2,null,1,null,2.1,null,0.5,null,0.3,null,2.9,0.4,null,null,2.1,null,3.4,0.4,null,null,0.3,0.2,null,null,2.4,null,0.3,null,0.2,null,1.8,null,0.3,null,0.5,null,0.4,null,2.9,null,46198,null,947,null,58253.00,1242,null,null,24460,null,1126,null,1299,null,65206,null,1376,null,68694,null,1039,null,57578,null,76053,1528,null,null,1156,null,32336,null,25.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X),(X),null
5001100US2708,Minnesota,"Congressional District 8 (111th Congress), Minnesota",142954,3627,null,null,96430,3246,null,null,3378,null,179573,null,3765,null,276003,null,3.9,0.8,null,null,0.7,null,7.3,null,1.8,null,15.1,null,0.3,null,1.2,null,7.2,null,0.7,null,3.6,null,0.6,null,14.9,1.7,null,null,0.4,null,1.7,null,20.2,1.8,null,null,0.7,null,6.3,null,0.9,null,9.4,null,0.9,null,13,null,15.8,null,1.7,null,0.9,null,9,null,0.8,null,10.1,null,0.8,null,12,null,13.8,null,1.4,null,1.1,null,14.9,null,1,null,14.8,null,0.8,null,14.6,null,20.7,0.8,null,null,1.5,null,12.7,null,1.1,null,27,null,1,null,24.5,null,12.4,0.8,null,null,4.6,null,0.9,null,1.2,null,18.6,null,1,null,16,null,9.6,null,0.6,null,13.6,null,0.9,null,16.1,null,1,null,1.6,null,0.5,null,0.3,null,2.4,0.4,null,null,1.9,null,2.9,0.5,null,null,0.8,0.4,null,null,1.8,null,0.3,null,0.2,null,1.3,null,0.2,null,0.3,null,0.4,null,2.2,null,45294,null,969,null,57790.00,1477,null,null,24752,null,1664,null,1303,null,64015,null,1537,null,66747,null,1072,null,55968,null,74595,1758,null,null,1765,null,33333,null,26.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24,(X),(X),null
5001100US2801,Mississippi,"Congressional District 1 (111th Congress), Mississippi",145326,4955,null,null,81085,4556,null,null,4931,null,204983,null,3906,null,286068,null,6.7,0.9,null,null,1.1,null,10.5,null,2.8,null,22.5,null,0.8,null,2.3,null,8.7,null,1,null,5.1,null,0.9,null,18.6,1.9,null,null,0.7,null,2.6,null,18.8,2.2,null,null,1,null,8.7,null,1.1,null,13.2,null,0.9,null,14.6,null,12.8,null,1.7,null,1.3,null,10.7,null,1.1,null,11.6,null,0.9,null,12.1,null,12.1,null,2.1,null,1.7,null,17.8,null,1.4,null,16.4,null,1.2,null,15.2,null,18,1.1,null,null,1.9,null,9,null,1.9,null,23.5,null,1.4,null,20.8,null,10.3,0.8,null,null,3.1,null,1.1,null,1.3,null,16.6,null,1,null,13.2,null,7.5,null,0.8,null,9.5,null,1.1,null,12.8,null,1.5,null,1.8,null,0.6,null,0.4,null,2,0.5,null,null,1.6,null,2.7,0.7,null,null,0.4,0.4,null,null,1.6,null,0.4,null,0.3,null,1.4,null,0.7,null,1,null,0.6,null,2.2,null,38259,null,1513,null,47449.00,1610,null,null,19157,null,1644,null,2052,null,57196,null,1927,null,57894,null,1617,null,50666,null,68418,2415,null,null,2722,null,30283,null,28.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),(X),null
5001100US2802,Mississippi,"Congressional District 2 (111th Congress), Mississippi",84581,3876,null,null,73922,3657,null,null,4154,null,158032,null,4545,null,231954,null,10.1,1.3,null,null,1.3,null,14.6,null,2.8,null,26.6,null,0.7,null,2,null,11.1,null,1.1,null,9,null,1.3,null,17.1,2.2,null,null,1.3,null,4.1,null,20.8,2.5,null,null,1.6,null,10.4,null,1.3,null,15,null,1.2,null,16.9,null,12.7,null,2,null,1.5,null,10.4,null,1.3,null,12.5,null,1.1,null,12.7,null,10.4,null,1.8,null,1.9,null,15,null,1.7,null,15.4,null,1.2,null,13.9,null,14.8,1.2,null,null,1.8,null,8.5,null,2.1,null,23.5,null,1.3,null,16.9,null,6.9,0.8,null,null,1.8,null,0.7,null,1.7,null,13.9,null,1,null,9,null,5.6,null,0.7,null,7.7,null,1,null,12.7,null,1.7,null,0.9,null,0.5,null,0.4,null,2.3,0.5,null,null,1.8,null,4.1,0.9,null,null,0.8,0.6,null,null,2.1,null,0.6,null,0.4,null,1.6,null,0.3,null,0.4,null,1.1,null,3.8,null,30547,null,1189,null,37388.00,1565,null,null,17125,null,1265,null,1347,null,56731,null,1846,null,52043,null,1399,null,44390,null,72052,2888,null,null,1895,null,25873,null,37.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X),(X),null
5001100US2803,Mississippi,"Congressional District 3 (111th Congress), Mississippi",135307,4365,null,null,91390,4000,null,null,5530,null,191979,null,5010,null,283369,null,7.2,1,null,null,0.9,null,10.6,null,2,null,19.6,null,0.5,null,1.7,null,8.2,null,0.9,null,5,null,0.8,null,15.5,2,null,null,0.7,null,2.7,null,22.4,2.3,null,null,1.1,null,8.7,null,1.4,null,13.3,null,1,null,15.7,null,11.2,null,1.8,null,1.4,null,10.5,null,1.3,null,11.5,null,1,null,11.7,null,14,null,1.7,null,1.9,null,15.5,null,1.6,null,14.1,null,1.2,null,14.3,null,16.1,1.1,null,null,1.7,null,10,null,1.9,null,21,null,1.4,null,18.3,null,10.9,0.9,null,null,3.1,null,0.8,null,1.8,null,18.3,null,1.4,null,14.2,null,8.2,null,0.7,null,10.8,null,0.9,null,14.1,null,1.3,null,2.6,null,0.9,null,0.4,null,2.7,0.6,null,null,1.9,null,3.7,0.8,null,null,0.4,0.4,null,null,2.9,null,0.5,null,0.4,null,2.3,null,0.6,null,1.1,null,0.7,null,3.8,null,38457,null,1463,null,48742.00,1728,null,null,20912,null,953,null,1837,null,61588,null,2408,null,63778,null,1599,null,54106,null,75555,2819,null,null,2086,null,31854,null,33.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X),(X),null
5001100US2804,Mississippi,"Congressional District 4 (111th Congress), Mississippi",136357,4527,null,null,87487,4755,null,null,5297,null,191121,null,4761,null,278608,null,7.3,1.1,null,null,1.1,null,10.4,null,2.1,null,18.8,null,0.9,null,2.4,null,7.7,null,1,null,5.7,null,1,null,12.6,2,null,null,1,null,3.5,null,19.2,2.2,null,null,1.4,null,8.9,null,1.1,null,12,null,1.2,null,14.2,null,13.8,null,2.2,null,1.3,null,9.1,null,1.3,null,11.1,null,1,null,11.8,null,16.8,null,2.3,null,2,null,16.5,null,1.6,null,15.8,null,1.3,null,16.2,null,17.4,1.4,null,null,1.8,null,10.9,null,2.1,null,23.5,null,1.7,null,19.7,null,10.9,0.8,null,null,3.9,null,1.1,null,1.3,null,17,null,1.1,null,13.6,null,7.9,null,0.8,null,10.1,null,1,null,12.8,null,1.3,null,2.9,null,0.9,null,0.4,null,2.9,0.6,null,null,2.2,null,3.9,0.8,null,null,0.4,0.3,null,null,1.7,null,0.4,null,0.3,null,1.3,null,0.4,null,0.6,null,0.6,null,2.3,null,40201,null,1231,null,48027.00,1908,null,null,24624,null,1506,null,1844,null,60090,null,1678,null,59517,null,1326,null,52101,null,70058,2145,null,null,1843,null,33670,null,32.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),null
5001100US2901,Missouri,"Congressional District 1 (111th Congress), Missouri",75959,3915,null,null,101969,4766,null,null,4369,null,137987,null,5037,null,239956,null,7.6,1,null,null,1.2,null,12.2,null,2.2,null,19.7,null,0.7,null,2,null,6.6,null,0.9,null,4.6,null,0.9,null,9.6,1.5,null,null,1,null,2.3,null,21.1,2.3,null,null,1.5,null,6.3,null,1.4,null,10.8,null,1.2,null,15,null,14.7,null,2,null,1.2,null,6.2,null,1.4,null,12.3,null,1.3,null,12.9,null,13.5,null,1.6,null,2,null,13.1,null,1.5,null,15.1,null,1.1,null,14.8,null,16.6,1.1,null,null,1.5,null,11.9,null,2.3,null,24.7,null,1.5,null,19.7,null,9.3,1,null,null,5,null,1.2,null,2.2,null,17,null,1.4,null,12.2,null,8.5,null,0.9,null,11.8,null,1.4,null,18.9,null,2.1,null,3.1,null,0.9,null,0.4,null,2.5,0.6,null,null,1.7,null,4,1,null,null,0.7,0.5,null,null,3.4,null,0.5,null,0.3,null,2.3,null,0.3,null,0.7,null,0.8,null,5.5,null,37440,null,1269,null,49440.00,2816,null,null,24797,null,1484,null,2553,null,70390,null,2289,null,65437,null,1614,null,53344,null,87376,3766,null,null,1952,null,35029,null,34,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),null
5001100US2902,Missouri,"Congressional District 2 (111th Congress), Missouri",157540,3927,null,null,75130,3380,null,null,3998,null,190346,null,3458,null,265476,null,1.6,0.5,null,null,0.5,null,2.9,null,1.4,null,6.7,null,0.4,null,0.7,null,3,null,0.6,null,1.3,null,0.5,null,7.7,1.5,null,null,0.5,null,0.9,null,16.4,1.9,null,null,0.7,null,2.7,null,0.7,null,4.1,null,0.7,null,7.5,null,15.4,null,2.3,null,0.9,null,4.5,null,1,null,6,null,0.9,null,8.5,null,18.5,null,2.2,null,1.1,null,9.9,null,1.2,null,11,null,1.1,null,13.1,null,18.1,1.3,null,null,2.6,null,17.2,null,1.4,null,16.8,null,1.3,null,18.2,null,14.4,1,null,null,8.3,null,1.5,null,1.3,null,17.6,null,1.3,null,16.7,null,18.6,null,1,null,23.1,null,1.4,null,25.8,null,1.6,null,6.3,null,1.4,null,0.8,null,9.1,0.9,null,null,7.1,null,10.7,1.2,null,null,1.8,0.7,null,null,8.9,null,1.1,null,0.8,null,6.9,null,0.7,null,1.7,null,1.3,null,10.5,null,70146,null,1759,null,85733.00,2554,null,null,37955,null,2608,null,2347,null,94909,null,3508,null,106536,null,2329,null,90887,null,116551,4015,null,null,2690,null,49347,null,22.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X),(X),null
5001100US2903,Missouri,"Congressional District 3 (111th Congress), Missouri",112303,3739,null,null,107066,4710,null,null,4676,null,152953,null,4203,null,260019,null,4.1,0.9,null,null,0.9,null,7.6,null,1.6,null,13,null,0.6,null,2,null,6.3,null,0.8,null,3.6,null,0.9,null,10.8,1.5,null,null,0.7,null,1.7,null,16.4,1.7,null,null,0.8,null,3.9,null,1,null,6.5,null,1,null,10.6,null,14.2,null,1.6,null,1.1,null,7,null,1.2,null,10,null,1,null,11.3,null,16.9,null,1.8,null,1.5,null,12.7,null,1.5,null,13.9,null,1.1,null,15.2,null,20,1.3,null,null,1.8,null,15.2,null,1.9,null,23.9,null,1.7,null,22.3,null,12.3,1.1,null,null,7.1,null,1.4,null,1.8,null,18.6,null,1.5,null,15.6,null,10.9,null,0.9,null,15.4,null,1.4,null,19.4,null,1.7,null,4.2,null,0.8,null,0.4,null,4.4,0.7,null,null,3,null,5.6,0.9,null,null,0.8,0.4,null,null,4,null,0.8,null,0.5,null,3,null,0.6,null,1.4,null,1,null,5.2,null,48868,null,1675,null,62209.00,2375,null,null,31372,null,1276,null,2419,null,73621,null,3169,null,76543,null,1922,null,62954,null,88623,3862,null,null,2143,null,41991,null,23.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.8,(X),(X),null
