GEO_ID,STATENAME,NAME,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C04_001E,S1901_C04_001M,S1901_C04_001MA,S1901_C04_001EA,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001E,S1901_C02_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_001E,S1901_C01_001EA,S1901_C02_002E,S1901_C02_002M,S1901_C02_002MA,S1901_C02_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_002E,S1901_C01_002EA,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002E,S1901_C04_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_002E,S1901_C03_002EA,S1901_C01_003E,S1901_C01_003EA,S1901_C01_003M,S1901_C01_003MA,S1901_C02_003E,S1901_C02_003EA,S1901_C02_003M,S1901_C02_003MA,S1901_C04_003E,S1901_C04_003M,S1901_C04_003MA,S1901_C04_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_003E,S1901_C03_003EA,S1901_C04_004E,S1901_C04_004M,S1901_C04_004MA,S1901_C04_004EA,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004E,S1901_C03_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_004E,S1901_C02_004EA,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004E,S1901_C01_004EA,S1901_C04_005E,S1901_C04_005EA,S1901_C04_005M,S1901_C04_005MA,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005E,S1901_C03_005EA,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005E,S1901_C02_005EA,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005E,S1901_C01_005EA,S1901_C04_006E,S1901_C04_006EA,S1901_C04_006M,S1901_C04_006MA,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006E,S1901_C03_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_006E,S1901_C02_006EA,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006E,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007E,S1901_C04_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_007E,S1901_C03_007EA,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007E,S1901_C02_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008E,S1901_C03_008EA,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008E,S1901_C02_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C02_009E,S1901_C02_009EA,S1901_C02_009M,S1901_C02_009MA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C04_009E,S1901_C04_009EA,S1901_C04_009M,S1901_C04_009MA,S1901_C01_010M,S1901_C01_010MA,S1901_C02_010E,S1901_C02_010M,S1901_C02_010MA,S1901_C02_010EA,S1901_C01_010E,S1901_C01_010EA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C04_010E,S1901_C04_010M,S1901_C04_010MA,S1901_C04_010EA,S1901_C02_011E,S1901_C02_011EA,S1901_C02_011M,S1901_C02_011MA,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011E,S1901_C01_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_011E,S1901_C04_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_011E,S1901_C03_011EA,S1901_C01_012E,S1901_C01_012EA,S1901_C01_012M,S1901_C01_012MA,S1901_C02_012E,S1901_C02_012M,S1901_C02_012MA,S1901_C02_012EA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012E,S1901_C03_012EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_013E,S1901_C02_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_013E,S1901_C01_013EA,S1901_C03_013E,S1901_C03_013M,S1901_C03_013MA,S1901_C03_013EA,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013E,S1901_C04_013EA,S1901_C01_014E,S1901_C01_014M,S1901_C01_014MA,S1901_C01_014EA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C04_014M,S1901_C04_014MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C04_014E,S1901_C04_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_015E,S1901_C01_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015E,S1901_C04_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_015E,S1901_C03_015EA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
5001100US0621,California,"Congressional District 21 (111th Congress), California",134127,4135,null,null,52439,3535,null,null,4479,null,184536,null,4481,null,236975,null,6.7,0.8,null,null,0.8,null,7.5,null,2.8,null,15.7,null,0.7,null,3.2,null,6.2,null,0.9,null,4.3,null,0.8,null,13.7,2.7,null,null,0.8,null,2.9,null,19,2.7,null,null,1.2,null,8.2,null,1.1,null,11.5,null,1.2,null,12.8,null,12,null,2.5,null,1.2,null,10.4,null,1.2,null,11.1,null,1.2,null,11.5,null,12.6,null,2.4,null,1.8,null,13.8,null,1.6,null,13.5,null,1.3,null,13,null,18.6,1.4,null,null,2.5,null,14,null,1.9,null,20.5,null,1.5,null,19.2,null,11.5,1,null,null,5.7,null,1.5,null,1.3,null,14,null,1.2,null,12.2,null,12.4,null,1.1,null,14.7,null,1.3,null,18,null,1.7,null,4.2,null,1.4,null,0.5,null,4.1,0.6,null,null,3.8,null,5.2,0.9,null,null,1.6,1,null,null,2.9,null,0.6,null,0.5,null,2.6,null,0.8,null,1.5,null,0.8,null,3.7,null,48113,null,2517,null,52674.00,1691,null,null,26649,null,3315,null,2014,null,62869,null,1657,null,67824,null,1584,null,63311,null,77708,2275,null,null,4003,null,40939,null,40.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X),(X),null
5001100US0622,California,"Congressional District 22 (111th Congress), California",136625,4379,null,null,73286,3061,null,null,4256,null,193058,null,3882,null,266344,null,5.8,1,null,null,0.8,null,6.2,null,2,null,10.6,null,0.5,null,1.4,null,6.2,null,0.8,null,3.2,null,0.7,null,14.8,2.4,null,null,0.5,null,1.6,null,15.8,2.2,null,null,1.1,null,5.9,null,1.2,null,8.8,null,0.9,null,10.3,null,11.5,null,2,null,1.4,null,7.1,null,1.2,null,9.2,null,1,null,9.6,null,15.5,null,2.6,null,1.5,null,12.3,null,1.3,null,13.5,null,1.2,null,14.2,null,18.1,1.2,null,null,2.3,null,15.6,null,1.7,null,19,null,1.3,null,18.4,null,12.6,1,null,null,6.3,null,1.4,null,1.6,null,17.4,null,1.2,null,14.6,null,15.3,null,1.1,null,17.3,null,1.2,null,22.6,null,1.6,null,7.6,null,1.6,null,0.6,null,5.4,0.8,null,null,4.2,null,7.4,1.1,null,null,1.1,0.5,null,null,3.9,null,0.7,null,0.5,null,3.3,null,0.6,null,1.4,null,1,null,5.4,null,53626,null,2175,null,61687.00,1665,null,null,32261,null,2611,null,3040,null,78443,null,2777,null,78318,null,2302,null,70788,null,93985,3807,null,null,2915,null,45593,null,30.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),(X),null
5001100US0623,California,"Congressional District 23 (111th Congress), California",105820,4252,null,null,76471,3720,null,null,4323,null,147419,null,4664,null,223890,null,3.6,0.9,null,null,0.9,null,6.4,null,2,null,13,null,0.4,null,1.2,null,6.1,null,0.9,null,3.4,null,0.8,null,12.7,2.1,null,null,0.8,null,2.3,null,15.2,2.1,null,null,1.1,null,6.5,null,1.2,null,10.1,null,1.1,null,11.1,null,11.2,null,1.8,null,1.4,null,8.2,null,1.3,null,9.2,null,1,null,9.6,null,13.6,null,2.2,null,2,null,12.9,null,1.7,null,13.3,null,1.3,null,12.9,null,18.3,1.3,null,null,2.2,null,15.5,null,1.7,null,18.8,null,1.4,null,18.6,null,11.8,1.2,null,null,6.9,null,1.5,null,1.9,null,15.9,null,1.4,null,13.5,null,13,null,1.1,null,15.7,null,1.6,null,18,null,2.2,null,6.7,null,1.5,null,0.9,null,6.5,1,null,null,5.8,null,8.2,1.3,null,null,3.4,1.2,null,null,6.1,null,0.9,null,0.6,null,4.8,null,0.7,null,1.8,null,1.2,null,8,null,54049,null,1568,null,63088.00,2607,null,null,32337,null,2841,null,4516,null,75322,null,3989,null,85871,null,2904,null,75662,null,98918,4856,null,null,3305,null,50125,null,30.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),null
5001100US0624,California,"Congressional District 24 (111th Congress), California",133159,4304,null,null,65963,3697,null,null,4235,null,169997,null,3892,null,235960,null,2.5,0.6,null,null,0.6,null,3.8,null,1.8,null,8.7,null,0.4,null,1,null,3.6,null,0.7,null,1.6,null,0.5,null,9,1.9,null,null,0.4,null,0.8,null,14.2,2.5,null,null,0.9,null,4.1,null,0.9,null,5.3,null,0.9,null,7.6,null,10.7,null,1.9,null,0.8,null,4.3,null,0.9,null,5.3,null,0.8,null,6.8,null,14.1,null,2.6,null,1.3,null,9.4,null,1.3,null,11,null,1.2,null,11.6,null,17.1,1.3,null,null,2.8,null,18.6,null,1.7,null,15.4,null,1.5,null,16.9,null,13.3,1.1,null,null,9.9,null,1.8,null,1.4,null,14.8,null,1.3,null,14.1,null,18.5,null,1.2,null,22.2,null,1.5,null,25,null,1.7,null,8.6,null,2,null,0.9,null,9.8,1.2,null,null,8.2,null,11.5,1.5,null,null,3.2,1.2,null,null,11.4,null,1.3,null,0.9,null,9.5,null,1.1,null,3,null,1.6,null,13.8,null,74103,null,2210,null,88259.00,3498,null,null,41542,null,2759,null,3130,null,100399,null,3773,null,110152,null,2850,null,97404,null,122503,4682,null,null,3571,null,58865,null,27.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X),(X),null
5001100US0625,California,"Congressional District 25 (111th Congress), California",138429,5006,null,null,61212,4135,null,null,4958,null,191374,null,6601,null,252586,null,4.4,0.9,null,null,0.9,null,5.9,null,2.5,null,13.1,null,0.6,null,1.7,null,5.2,null,0.7,null,3.6,null,0.8,null,11.2,2.1,null,null,0.7,null,2.1,null,17.4,2.2,null,null,0.9,null,6.3,null,1.1,null,8.7,null,1,null,10.8,null,12.6,null,2,null,1,null,6.7,null,0.8,null,7.7,null,0.9,null,8.8,null,9.9,null,1.9,null,1.3,null,11.6,null,1.3,null,13.5,null,1.1,null,12.4,null,18.7,1.3,null,null,2.5,null,15.4,null,1.7,null,20.6,null,1.5,null,19.9,null,14.2,1.1,null,null,9,null,1.9,null,1.5,null,17,null,1.2,null,15.1,null,14.6,null,1.2,null,15.8,null,1.5,null,19.5,null,1.8,null,8.4,null,1.7,null,0.7,null,6.8,0.9,null,null,5.6,null,8.8,1.2,null,null,1.4,0.6,null,null,4.5,null,0.7,null,0.6,null,3.8,null,0.8,null,1.7,null,1,null,5.7,null,57862,null,2394,null,64573.00,2073,null,null,31230,null,2094,null,2836,null,76182,null,2192,null,78396,null,2019,null,72216,null,89888,2609,null,null,3114,null,47579,null,30.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),null
5001100US0626,California,"Congressional District 26 (111th Congress), California",129935,3561,null,null,55327,3845,null,null,3470,null,173519,null,4758,null,228846,null,2.9,0.7,null,null,0.7,null,3.9,null,1.8,null,8.5,null,0.6,null,1.9,null,3.3,null,0.6,null,1.7,null,0.5,null,9.2,2,null,null,0.4,null,1,null,13.3,2.2,null,null,0.8,null,3.3,null,0.8,null,5.6,null,0.8,null,7.1,null,9.6,null,1.6,null,1,null,5,null,1.1,null,7,null,0.9,null,7.6,null,10.1,null,2,null,1.2,null,8.6,null,1.2,null,10.8,null,1,null,10.5,null,17.6,1.3,null,null,3.1,null,20.6,null,1.5,null,15.5,null,1.4,null,16.5,null,14.7,1.2,null,null,12.3,null,2.2,null,1.7,null,16.4,null,1.4,null,15.2,null,18.6,null,1.2,null,20.8,null,1.7,null,24,null,1.9,null,10.9,null,2.4,null,0.8,null,9.7,1,null,null,8.4,null,11.8,1.2,null,null,3.5,1.3,null,null,9.9,null,0.9,null,0.8,null,8.4,null,0.9,null,1.9,null,1.2,null,12.6,null,75086,null,2493,null,82344.00,3549,null,null,48927,null,4368,null,4007,null,97333,null,3520,null,105951,null,2940,null,95943,null,120924,4100,null,null,3717,null,58190,null,29.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),null
5001100US0627,California,"Congressional District 27 (111th Congress), California",107152,4651,null,null,76591,4361,null,null,4729,null,156943,null,5384,null,233534,null,4.4,0.9,null,null,0.8,null,6.3,null,1.7,null,12.2,null,0.7,null,2,null,5.7,null,0.7,null,3.5,null,0.7,null,10.6,1.8,null,null,0.8,null,2.6,null,13.6,2,null,null,1.2,null,5.9,null,0.9,null,8.4,null,0.9,null,9.7,null,9.7,null,2.1,null,1.4,null,6.8,null,1.1,null,8.5,null,1.1,null,9.1,null,15.5,null,2.4,null,1.5,null,12.5,null,1.4,null,13.3,null,1.3,null,13.7,null,17.8,1.3,null,null,2.3,null,16.3,null,1.9,null,17.8,null,1.5,null,18.1,null,12.6,1,null,null,9.3,null,1.9,null,1.7,null,15.7,null,1.3,null,13.9,null,14.6,null,1.1,null,17.4,null,1.5,null,20.7,null,1.9,null,8.1,null,1.6,null,0.8,null,7.2,1,null,null,6,null,8.6,1.4,null,null,2.6,1,null,null,5.4,null,0.9,null,0.7,null,4.5,null,0.9,null,2.1,null,1.2,null,7.3,null,56836,null,2241,null,65779.00,2415,null,null,37876,null,3346,null,4418,null,77899,null,2469,null,82402,null,2093,null,73887,null,94580,3021,null,null,3490,null,51891,null,34.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),null
5001100US0628,California,"Congressional District 28 (111th Congress), California",91597,4073,null,null,71322,4320,null,null,4780,null,138862,null,5646,null,210184,null,4.5,0.8,null,null,0.8,null,5.4,null,1.7,null,9.4,null,0.7,null,1.8,null,5.9,null,0.8,null,4.7,null,0.9,null,9.1,1.7,null,null,0.9,null,3.4,null,12.9,2.4,null,null,1.5,null,9,null,1.6,null,11.8,null,1.2,null,11.4,null,10.8,null,1.8,null,1.7,null,11,null,1.4,null,12.2,null,1.1,null,11.5,null,15.4,null,2.3,null,2,null,13.6,null,1.7,null,14.7,null,1.4,null,15.2,null,17.5,1.3,null,null,2,null,16.5,null,1.9,null,17.2,null,1.5,null,17.3,null,12.4,1.1,null,null,9.7,null,1.9,null,1.8,null,15.4,null,1.2,null,12.8,null,9.7,null,1,null,10.5,null,1.4,null,12.9,null,1.8,null,7.6,null,1.6,null,0.6,null,5.1,0.8,null,null,4.8,null,6.2,1,null,null,3.6,1,null,null,6.4,null,1.1,null,0.8,null,6.3,null,1.3,null,5,null,1.6,null,9.4,null,50607,null,1540,null,51901.00,2013,null,null,41904,null,2291,null,4122,null,64294,null,4950,null,81341,null,3825,null,78866,null,98639,7337,null,null,5943,null,67654,null,35,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X),(X),null
5001100US0629,California,"Congressional District 29 (111th Congress), California",111021,3497,null,null,73971,4872,null,null,3336,null,152380,null,5382,null,226351,null,3.4,0.8,null,null,0.9,null,6.2,null,2.1,null,12.2,null,0.5,null,1.8,null,5.6,null,0.8,null,3.4,null,0.8,null,10.6,2,null,null,0.7,null,2.4,null,11,1.8,null,null,1.5,null,10.9,null,1.3,null,11.6,null,1,null,11.1,null,9.2,null,1.6,null,1.2,null,7.2,null,1.2,null,9.2,null,0.8,null,8.8,null,12.2,null,1.7,null,1.9,null,12.8,null,1.7,null,13.2,null,1.2,null,12.6,null,17,1.2,null,null,2.1,null,17.6,null,1.8,null,15.9,null,1.6,null,16.5,null,12.5,0.9,null,null,10.3,null,1.8,null,1.5,null,13.6,null,1.3,null,12.8,null,14.4,null,1.2,null,15.6,null,1.5,null,17.3,null,1.9,null,10.7,null,1.9,null,0.7,null,7.5,0.9,null,null,6.1,null,9.2,1.1,null,null,2.7,0.8,null,null,6.8,null,0.8,null,0.7,null,5.8,null,1.2,null,3.6,null,1.2,null,8.9,null,57700,null,2524,null,62260.00,2647,null,null,42464,null,4025,null,3973,null,73053,null,2878,null,84457,null,2376,null,77189,null,95389,3632,null,null,4006,null,58328,null,28.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23,(X),(X),null
5001100US0630,California,"Congressional District 30 (111th Congress), California",112134,4437,null,null,150497,5911,null,null,4702,null,144455,null,6571,null,294952,null,3.2,0.8,null,null,0.7,null,6.4,null,1.3,null,10.2,null,0.7,null,1.6,null,4.3,null,0.6,null,1.4,null,0.5,null,7,1,null,null,0.4,null,0.8,null,10.1,1.4,null,null,1,null,3.9,null,1,null,5.7,null,0.9,null,7.8,null,7,null,1.2,null,0.9,null,3.2,null,1,null,4.7,null,0.7,null,6,null,12.2,null,1.4,null,1,null,5.2,null,1.2,null,8,null,0.8,null,10.1,null,15.1,1,null,null,1.6,null,17.8,null,1.5,null,11.1,null,1.2,null,12.3,null,12,1,null,null,12,null,1.5,null,1.7,null,12.3,null,1.5,null,11.8,null,15.1,null,1.2,null,18.3,null,1.6,null,20,null,1.9,null,11.9,null,1.5,null,0.8,null,10.3,1.2,null,null,7.7,null,12.5,1.4,null,null,5,0.8,null,null,24.3,null,1.6,null,1,null,15.6,null,1.1,null,6.8,null,1.9,null,29.3,null,75700,null,2745,null,106008.00,5847,null,null,52940,null,2714,null,6673,null,126025,null,8407,null,168870,null,5160,null,124271,null,N,N,N,N,4598,null,77034,null,26.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),null
5001100US0631,California,"Congressional District 31 (111th Congress), California",65197,3611,null,null,74621,4385,null,null,4026,null,121571,null,5389,null,196192,null,8.8,1.2,null,null,1.1,null,9.3,null,2.1,null,14.7,null,1.1,null,3.5,null,9.3,null,1.1,null,9.2,null,1.5,null,11.9,1.9,null,null,1.7,null,6.8,null,17.1,1.7,null,null,2.1,null,15.2,null,1.8,null,17.5,null,1.2,null,16.5,null,13.3,null,1.9,null,1.9,null,12.4,null,1.4,null,14.1,null,1.1,null,14.6,null,14.2,null,2.1,null,2.1,null,13.4,null,1.6,null,13.7,null,1.3,null,14.6,null,17.1,1.3,null,null,2.1,null,13.7,null,2.1,null,20.6,null,1.6,null,17.9,null,7.9,1,null,null,6.4,null,1.6,null,1.7,null,10.7,null,1,null,7.7,null,7,null,0.9,null,6.9,null,0.9,null,10.8,null,1.4,null,5.8,null,1.5,null,0.5,null,2.2,0.6,null,null,2.1,null,3.6,1.1,null,null,1.6,0.8,null,null,1.9,null,0.5,null,0.5,null,1.6,null,0.7,null,1.2,null,1,null,3,null,35194,null,1257,null,35199.00,1243,null,null,29640,null,2315,null,4065,null,47960,null,1946,null,49367,null,1690,null,48682,null,61206,2748,null,null,2770,null,41865,null,32.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),null
5001100US0632,California,"Congressional District 32 (111th Congress), California",86988,3506,null,null,32920,2959,null,null,4105,null,136460,null,5041,null,169380,null,3.6,0.8,null,null,0.7,null,4.7,null,2.7,null,12.7,null,0.5,null,1.5,null,5.9,null,1,null,4.1,null,0.9,null,15.6,2.9,null,null,0.8,null,2.4,null,17.8,2.7,null,null,1.7,null,9.3,null,1.5,null,10.8,null,1.1,null,11.2,null,10.9,null,2.3,null,1.8,null,11.4,null,1.5,null,11.7,null,1.3,null,11.4,null,15.9,null,2.9,null,2.1,null,15.7,null,1.9,null,18,null,1.7,null,17.3,null,19.2,1.8,null,null,3.2,null,16,null,2.5,null,19.5,null,1.8,null,18.8,null,12.3,1.1,null,null,6.5,null,2,null,1.8,null,14.7,null,1.3,null,12.9,null,12.2,null,1.4,null,13.5,null,1.6,null,16.2,null,2.2,null,3.7,null,1.6,null,0.7,null,4.3,0.8,null,null,3.7,null,6.2,1.2,null,null,0.8,0.5,null,null,2.4,null,0.6,null,0.5,null,2.2,null,0.6,null,0,null,0.9,null,3.1,null,49529,null,1973,null,51935.00,2641,null,null,28007,null,2401,null,3677,null,61889,null,2228,null,66632,null,1930,null,62923,null,75168,3042,null,null,1867,null,36899,null,35.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),null
5001100US0633,California,"Congressional District 33 (111th Congress), California",75617,4183,null,null,114776,4265,null,null,4464,null,132769,null,6106,null,247545,null,7.6,1.3,null,null,1.1,null,10.6,null,1.9,null,15.2,null,1,null,3,null,8.6,null,0.9,null,5.3,null,1,null,13.2,1.6,null,null,1.1,null,2.8,null,14.5,1.8,null,null,1.7,null,9.6,null,1.6,null,13.2,null,1.3,null,13.5,null,8.1,null,1.2,null,1.8,null,10.9,null,1.6,null,11.2,null,0.9,null,9.8,null,13.8,null,1.9,null,2.3,null,14.2,null,1.6,null,15.2,null,1.2,null,14.5,null,17.4,1.3,null,null,1.8,null,15.9,null,2.3,null,18.8,null,1.8,null,17.6,null,9,1,null,null,7.7,null,1.4,null,1.8,null,11.3,null,1.3,null,10,null,8.5,null,1.1,null,9.3,null,1.4,null,12.7,null,2.1,null,6.9,null,1.4,null,0.6,null,5.4,1,null,null,3.9,null,8.3,1.8,null,null,1.9,0.7,null,null,5.2,null,1,null,0.6,null,4.2,null,0.7,null,2.9,null,1.7,null,8.4,null,41538,null,1502,null,47191.00,2158,null,null,33027,null,3726,null,5250,null,61766,null,3477,null,70195,null,2261,null,61868,null,90570,5839,null,null,3133,null,49986,null,28.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23,(X),(X),null
5001100US0634,California,"Congressional District 34 (111th Congress), California",78737,3310,null,null,52053,3462,null,null,3596,null,133957,null,3705,null,186010,null,7.5,1.2,null,null,1.1,null,10,null,2.9,null,20.6,null,1.1,null,3.4,null,10,null,1.1,null,7.3,null,1.1,null,18.8,2.8,null,null,1.2,null,5.2,null,16.9,2.7,null,null,2,null,15,null,1.7,null,17.5,null,1.6,null,16.9,null,9.1,null,2.3,null,1.9,null,11.9,null,1.6,null,12,null,1.3,null,11.3,null,10.1,null,2.1,null,2.4,null,18.9,null,1.8,null,17.8,null,1.4,null,15.9,null,17.4,1.3,null,null,2.6,null,13.2,null,2.2,null,19.7,null,1.6,null,18.2,null,8.4,1.1,null,null,5,null,1.4,null,1.9,null,10.3,null,1.1,null,8.4,null,6.8,null,0.8,null,7.5,null,1,null,10.1,null,1.6,null,4.7,null,1.5,null,0.5,null,2.3,0.6,null,null,2.2,null,3.4,1,null,null,0.9,0.6,null,null,1.3,null,0.5,null,0.3,null,1.1,null,0.4,null,0.6,null,0.8,null,2.1,null,36270,null,1268,null,39907.00,2246,null,null,19273,null,1433,null,2880,null,46147,null,1827,null,51045,null,1382,null,47816,null,60416,2637,null,null,2221,null,34004,null,35.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),null
